name	text
democracy-club-polling-stations-2016-07	"Flying Start Activity Room 1, Bryn Celyn Primary School, Glyn Collen
"
democracy-club-polling-stations-2016-07	"Gwaelod Y Garth Village Hall, Main Road, Gwaelod Y Garth, Cardiff
"
democracy-club-polling-stations-2016-07	"Pentyrch Village Hall, Heol Y Bryn, Pentyrch, Cardiff
"
democracy-club-polling-stations-2016-07	"Albany Road Primary School, Albany Road, Cardiff
"
democracy-club-polling-stations-2016-07	"Albany Road Primary School, Albany Road, Cardiff
"
democracy-club-polling-stations-2016-07	"Albany Road Primary School, Albany Road, Cardiff
"
democracy-club-polling-stations-2016-07	"St Peters Church Hall, St Peters Street, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"22nd Scout Hall, Cottrell Road, Cardiff
"
democracy-club-polling-stations-2016-07	"22nd Scout Hall, Cottrell Road, Cardiff
"
democracy-club-polling-stations-2016-07	"St Fagans Village Hall, Crofft Y Genau Road, St Fagans, Cardiff
"
democracy-club-polling-stations-2016-07	"Guide Headquarters, Bryn Derwyn, Radyr, Cardiff
"
democracy-club-polling-stations-2016-07	"The Village Hall, Heol Syr Lewis, Morganstown, Cardiff
"
democracy-club-polling-stations-2016-07	"Radyr Methodist Church Hall, Windsor Road, Radyr, Cardiff
"
democracy-club-polling-stations-2016-07	"Old Church Rooms, Park Road, Radyr, Cardiff
"
democracy-club-polling-stations-2016-07	"St Catherines Church Hall, Kings Road, Pontcanna, Cardiff
"
democracy-club-polling-stations-2016-07	"Main Hall Conway Road, Methodist Church Hall, Romilly Crescent Entrance, Canton, Cardiff
"
democracy-club-polling-stations-2016-07	"Severn Primary School, Severn Road, Canton, Cardiff
"
democracy-club-polling-stations-2016-07	"Canton Community Centre, Leckwith Road, Canton, Cardiff
"
democracy-club-polling-stations-2016-07	"The Bangladeshi Centre, Machen Place, Cardiff
"
democracy-club-polling-stations-2016-07	"St Marys Church Hall, Talbot Street, Riverside, Cardiff
"
democracy-club-polling-stations-2016-07	"The City Temple, Lower Cathedral Road, Cardiff, CF11 9AD
"
democracy-club-polling-stations-2016-07	"South Riverside Community, Development Centre, Brunel Street, Cardiff
"
democracy-club-polling-stations-2016-07	"St David`s RC College, (Theatre Block), Ty Gwyn Road, Penylan, Cardiff
"
democracy-club-polling-stations-2016-07	"Roath Park Primary School, Penywain Road, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"Howardian Community Education Centre, Hammond Way, Cardiff
"
democracy-club-polling-stations-2016-07	"Howardian Community Education Centre, Hammond Way, Cardiff
"
democracy-club-polling-stations-2016-07	"Albany Baptist Church Hall, Albany Road Blenheim Road, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"Howardian Community Education Centre, Hammond Way, Cardiff
"
democracy-club-polling-stations-2016-07	"Roath Church House, Waterloo Road, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"St Edwards Church Hall, Westville Road, Blenheim Road, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"St Augustine's Church Hall, Whitehall Parade, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"Rumney Scouts Hall, off Trelawney Avenuen Barmouth Road, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"Rumney Youth and Community Centre, Llanstephan Road, Rumney, Cardiff, CF3 3JA
"
democracy-club-polling-stations-2016-07	"Rumney Youth and Community Centre, Llanstephan Road, Rumney, Cardiff, CF3 3JA
"
democracy-club-polling-stations-2016-07	"Earlswood Social Club, 160-164 Greenway Road, Rumney CF3 3PN
"
democracy-club-polling-stations-2016-07	"St Augustine's Church Hall, Whitehall Parade, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"Trowbridge Community Centre, Caernarvon Way, Trowbridge, Cardiff
"
democracy-club-polling-stations-2016-07	"Rumney War Memorial, Wentloog Road, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"East Moors Community Centre, Sanquhar Street, Splott, Cardiff
"
democracy-club-polling-stations-2016-07	"Moorland Primary School, Singleton Road, Splott
"
democracy-club-polling-stations-2016-07	"The Library At Star Centre, Star Centre, Splott Road, Cardiff
"
democracy-club-polling-stations-2016-07	"Moorland Community Centre, Moorland Road, Splott, CF24 2LG
"
democracy-club-polling-stations-2016-07	"Baden Powell Junior School, Muirton Road, Tremorfa, Cardiff
"
democracy-club-polling-stations-2016-07	"Belmont Baptist Church Hall, Tweedsmuir Road Taymuir Road, Tremorfa, Cardiff
"
democracy-club-polling-stations-2016-07	"Tremorfa Community Centre, Tweedsmuir Road, Splott, Cardiff
"
democracy-club-polling-stations-2016-07	"Willowbrook Primary School, Sandbrook Road, St Mellons, Cardiff
"
democracy-club-polling-stations-2016-07	"Willowbrook Primary School, Sandbrook Road, St Mellons, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin (outside Oakfield Primary School), Ferntree Drive, St Mellons, Cardiff, CF3 0AA
"
democracy-club-polling-stations-2016-07	"St Mellons Community Education Centre, Rear of Tesco Supermarket, Crickhowell Road, St Mellons, Cardiff
"
democracy-club-polling-stations-2016-07	"St Mellons Community Education Centre, Rear of Tesco Supermarket, Crickhowell Road, St Mellons, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin, Westbourne Road Shops, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"The Communal Room, Oak House, Hollybush Estate, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"The Communal Room, Oak House, Hollybush Estate, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"The Church Hall, Kelston Road, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin, St Margarets Road, (Heol-Y-Forlan End), Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"Whitchurch Primary Sch. (formally Eglwys Wen Sch.), The Nursery, Erw Las, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"Ararat Baptist Church, Room 1, Plas Treoda, Whitchurch, Cardiff, CF14 1PT
"
democracy-club-polling-stations-2016-07	"Portcabin, located in the side road between 103-105 Heol Gabriel, Whitchurch, Cardiff
"
democracy-club-polling-stations-2016-07	"The Village Hall, Merthyr Road, Tongwynlais, Cardiff
"
democracy-club-polling-stations-2016-07	"Whitchurch Community Centre, Old Church Road, Whitchurch, Cardiff, CF14 1AD
"
democracy-club-polling-stations-2016-07	"The Committee Room, Whitchurch Rugby Sports & Social Club, Samuels Crescent, Whitchurch,, Cardiff, CF14 2TH
"
democracy-club-polling-stations-2016-07	"St Andrews Methodist Church Hall, (Tower Entrance), Coronation Road Caerphilly Road, Cardiff
"
democracy-club-polling-stations-2016-07	"Ton Yr Ywen Primary School, Maesycoed Road, Cardiff
"
democracy-club-polling-stations-2016-07	"Trowbridge Community Centre, Caernarvon Way, Trowbridge, Cardiff
"
democracy-club-polling-stations-2016-07	"Tredegarville Primary School, Glossop Road, Adamsdown. CF24 0JT
"
democracy-club-polling-stations-2016-07	"Highfields Church, Monthermer Road, Cathays, Cardiff
"
democracy-club-polling-stations-2016-07	"Ysgol Gymraeg Nant Caerau, Caerau Lane Heol Y Gaer, Caerau, Cardiff
"
democracy-club-polling-stations-2016-07	"St Fagans Village Hall, Crofft Y Genau Road, St Fagans, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin, Prince of Wales Drive, Opposite Its Junction With, Old Mill Drive, Cardiff
"
democracy-club-polling-stations-2016-07	"Heath Evangelical Annexe, Llanishen Street, Cardiff
"
democracy-club-polling-stations-2016-07	"Thornhill Primary School, Heol Hir Hillcrest Close, Thornhill, Cardiff
"
democracy-club-polling-stations-2016-07	"St David`s RC College, (Theatre Block), Ty Gwyn Road, Penylan, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin in Car Park, Aldi Supermarket, Pentwyn Road Dartington Drive, Cardiff
"
democracy-club-polling-stations-2016-07	"St Augustine's Church Hall, Whitehall Parade, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"Tesco Superstore, (Inside Main Entrance), Pengam Green, Tremorfa, Cardiff
"
democracy-club-polling-stations-2016-07	"Meadowlane Primary School, Heol Maes Eirwg, Trowbridge, Cardiff
"
democracy-club-polling-stations-2016-07	"St Johns Church Hall, Rachel Close, Danescourt, Cardiff
"
democracy-club-polling-stations-2016-07	"Bayden Scout Hall, Ferry Road, CF11 0XR
"
democracy-club-polling-stations-2016-07	"Portacabin In Car Park, Morrison Supermarket, Ty Glas Road, Llanishen, Cardiff
"
democracy-club-polling-stations-2016-07	"Earlswood Social Club, 160-164 Greenway Road, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"Canton Uniting Church Hall, Theobald Road, Cowbridge Road East, Cardiff
"
democracy-club-polling-stations-2016-07	"The Bowls Pavillion, Rumney Hill Gardens, Rumney Hill, Cardiff
"
democracy-club-polling-stations-2016-07	"Penylan Library and Community Centre, Roath, Cardiff
"
democracy-club-polling-stations-2016-07	"The Buzz, Penarth Road, Cardiff CF11 7XW
"
democracy-club-polling-stations-2016-07	"The Baptist Church Hall, Cornwall Street , Rutland Street, Cardiff
"
democracy-club-polling-stations-2016-07	"Portacabin, Newton Road
"
democracy-club-polling-stations-2016-07	"Rumney War Memorial, Wentloog Road, Rumney, Cardiff
"
democracy-club-polling-stations-2016-07	"ST MICHAELS CHURCH HALL
U1001 FROM THE JUNCTION OF THE A487-T TO THE DRIVEWAY TO THE YNYS HIR HOTEL
EGLWYS FACH
CEREDIGION
SY20 8SX"
democracy-club-polling-stations-2016-07	"LLAN FACH
LAYBY OUTSIDE YSGOL GYNRADD LLANCYNFELIN
TALIESIN
CEREDIGION
SY20 8JG"
democracy-club-polling-stations-2016-07	"CAPEL BETHLEHEM
U1018 ROAD LEADING FROM THE JUNCTION OF THE B4353 AND THE U1017
LLANDRE
CEREDIGION
SY24 5BZ"
democracy-club-polling-stations-2016-07	"COMMUNITY CENTRE
FOOTPATH FROM B4353 TO COMMUNITY CENTRE
BORTH
CEREDIGION
SY24 5LH"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A487T TALYBONT VILLAGE
TALYBONT
CEREDIGION
SY24 5HE"
democracy-club-polling-stations-2016-07	"RHYDYPENNAU MEMORIAL HALL
A487T BOW STREET VILLAGE
BOW STREET
CEREDIGION
SY24 5BQ"
democracy-club-polling-stations-2016-07	"RHYDYPENNAU MEMORIAL HALL
A487T BOW STREET VILLAGE
BOW STREET
CEREDIGION
SY24 5BQ"
democracy-club-polling-stations-2016-07	"NEUADD Y PENRHYN
C1016 FROM THE PROPERTY KNOWN AS CEFN MEURIG TO PENRHYNCOCH
PENRHYNCOCH
CEREDIGION
SY23 3EP"
democracy-club-polling-stations-2016-07	"DYFFRYN CHAPEL VESTRY
C1130 FROM THE JUNCTION OF THE U1095 TO GOGINAN
GOGINAN
CEREDIGION
SY23 3PA"
democracy-club-polling-stations-2016-07	"THE VILLAGE HALL
CEFN MELINDWR
CAPEL BANGOR
CEREDIGION
SY23 3LS"
democracy-club-polling-stations-2016-07	"THE VILLAGE HALL
CEFN MELINDWR
CAPEL BANGOR
CEREDIGION
SY23 3LS"
democracy-club-polling-stations-2016-07	"SIR JOHN RHYS PRIMARY SCHOOL
FROM THE A44T TO THE C1142 PONTERWYD
PONTERWYD
CEREDIGION
SY23 3JX"
democracy-club-polling-stations-2016-07	"COMMUNITY HALL
BRYNCEINION
ABERYSTWYTH
CEREDIGION
SY23 3BB"
democracy-club-polling-stations-2016-07	"COMMINS COCH PRIMARY SCHOOL
BRONGWINAU
COMINS COCH
CEREDIGION
SY23 3BQ"
democracy-club-polling-stations-2016-07	"ST PADARNS CHURCH HALL
PENYFRON ROAD
ABERYSTWYTH
CEREDIGION
SY23 3QU"
democracy-club-polling-stations-2016-07	"ST PADARNS CHURCH HALL
PENYFRON ROAD
ABERYSTWYTH
CEREDIGION
SY23 3QU"
democracy-club-polling-stations-2016-07	"BUARTH HALL
BUARTH ROAD
ABERYSTWYTH
CEREDIGION
SY23 1LR"
democracy-club-polling-stations-2016-07	"ST PAULS METHODIST CENTRE
BATH STREET
ABERYSTWYTH
CEREDIGION
SY23 2NN"
democracy-club-polling-stations-2016-07	"ABERYSTWYTH SILVER BAND, BAND ROOM
YSTWYTH RETAIL PARK
ABERYSTWYTH
CEREDIGION
SY23 1PB"
democracy-club-polling-stations-2016-07	"ABERYSTWYTH SILVER BAND, BAND ROOM
YSTWYTH RETAIL PARK
ABERYSTWYTH
CEREDIGION
SY23 1PB"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
PENPARCAU ROAD
ABERYSTWYTH
CEREDIGION
SY23 1RZ"
democracy-club-polling-stations-2016-07	"CWMYSTWYTH CM CHAPEL
C1118 FROM THE JUNCTION OF THE B4574 TO THE COUNTY BOUNDARY
CWMYSTWYTH
CEREDIGION
SY23 4AD"
democracy-club-polling-stations-2016-07	"MYNACH PRIMARY SCHOOL
B4343 FROM DEVILS BRIDGE TO THE JUNCTION OF THE B4574
DEVILS BRIDGE
CEREDIGION
SY23 4QZ"
democracy-club-polling-stations-2016-07	"LISBURNE HALL
C1064 FROM THE JUNCTION OF THE B4340 TO NEW ROW
LLANAFAN
CEREDIGION
SY23 4AZ"
democracy-club-polling-stations-2016-07	"LLANFIHANGEL Y CREUDDYN PRIMARY SCHOOL
U1170 FROM THE PRIVATE ROAD LEADING TO LLANERCH YR OEN TO THE JUNCTION OF THE C1055
LLANFIHANGEL-Y-CREUDDYN
CEREDIGION
SY23 4LA"
democracy-club-polling-stations-2016-07	"LLANFARIAN VILLAGE HALL
LON TY LLWYD
LLANFARIAN
CEREDIGION
SY23 4UL"
democracy-club-polling-stations-2016-07	"LLANFARIAN VILLAGE HALL
LON TY LLWYD
LLANFARIAN
CEREDIGION
SY23 4UL"
democracy-club-polling-stations-2016-07	"CAPEL SEION PRIMARY SCHOOL
A4120 CAPEL SEION VILLAGE
CAPEL SEION
CEREDIGION
SY23 4ED"
democracy-club-polling-stations-2016-07	"PONTRHYDYGROES VILLAGE HALL
B4343 YSBYTY YSTWYTH
YSBYTY YSTWYTH
CEREDIGION
SY25 6DE"
democracy-club-polling-stations-2016-07	"LLANILAR COMMUNITY CENTRE
C1154 FROM THE JUNCTION OF THE B4575 TO THE END OF PROPERTIES NEAR TE-ANAU
LLANILAR
CEREDIGION
SY23 4PA"
democracy-club-polling-stations-2016-07	"NEUADD SANTES URSULA
C1103 FROM THE JUNCTION OF THE U1208 TO LLANGWYRYFON
LLANGWYRYFON
CEREDIGION
SY23 4HA"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A487T LLANRHYSTUD VILLAGE
LLANRHYSTUD
CEREDIGION
SY23 5DB"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A487T LLANRHYSTUD VILLAGE
LLANRHYSTUD
CEREDIGION
SY23 5DB"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A487T LLANRHYSTUD VILLAGE
LLANRHYSTUD
CEREDIGION
SY23 5DB"
democracy-club-polling-stations-2016-07	"CHAPEL HOUSE
U1267 FROM A JUNCTION OF THE A485 TO A FORK IN THE ROAD
BRONANT
CEREDIGION
SY23 4TG"
democracy-club-polling-stations-2016-07	"PENTRE BACH
U1269 FROM THE JUNCTION OF THE C1002 TO THE END OF THE ROAD
BLAENPENNAL
CEREDIGION
SY23 4TW"
democracy-club-polling-stations-2016-07	"YSTRAD MEURIG COMMUNITY HALL
B4340 YSTRAD MEURIG
YSTRAD MEURIG
CEREDIGION
SY25 6AA"
democracy-club-polling-stations-2016-07	"YSTRAD MEURIG COMMUNITY HALL
B4340 YSTRAD MEURIG
YSTRAD MEURIG
CEREDIGION
SY25 6AA"
democracy-club-polling-stations-2016-07	"PAFILIWN BONT
BRIDGE STREET
PONTRHYDFENDIGAID
CEREDIGION
SY25 6BB"
democracy-club-polling-stations-2016-07	"PAFILIWN BONT
BRIDGE STREET
PONTRHYDFENDIGAID
CEREDIGION
SY25 6BB"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
THE SQUARE
TREGARON
CEREDIGION
SY25 6JL"
democracy-club-polling-stations-2016-07	"JUBILEE HALL
B4342A LLANGEITHO
LLANGEITHO
CEREDIGION
SY25 6TW"
democracy-club-polling-stations-2016-07	"JUBILEE HALL
B4342A LLANGEITHO
LLANGEITHO
CEREDIGION
SY25 6TW"
democracy-club-polling-stations-2016-07	"JUBILEE HALL
B4342A LLANGEITHO
LLANGEITHO
CEREDIGION
SY25 6TW"
democracy-club-polling-stations-2016-07	"BWLCHLLAN CM CHAPEL
B4576 BWLCHLLAN
BWLCHLLAN
CEREDIGION
SA48 8QQ"
democracy-club-polling-stations-2016-07	"BWLCHLLAN CM CHAPEL
B4576 BWLCHLLAN
BWLCHLLAN
CEREDIGION
SA48 8QQ"
democracy-club-polling-stations-2016-07	"VILLAGE HALL
STRYD Y NEUADD
LLANON
CEREDIGION
SY23 5HW"
democracy-club-polling-stations-2016-07	"YR HEN YSGOL
B4337 CROSS INN
CROSS INN
CEREDIGION
SY23 5NE"
democracy-club-polling-stations-2016-07	"ABERARTH HALL
U1552 CAPEL BETHEL ROAD FROM WATER STREET TO U/C ROAD
ABERARTH
CEREDIGION
SA46 0LX"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
SOUTH ROAD
ABERAERON
CEREDIGION
SA46 0DP"
democracy-club-polling-stations-2016-07	"LLWYNCELYN MEMORIAL HALL
A487T LLWYNCELYN VILLAGE
LLWYNCELYN
CEREDIGION
SA46 0HF"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
TOWYN ROAD
NEW QUAY
CEREDIGION
SA45 9QQ"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
TOWYN ROAD
NEW QUAY
CEREDIGION
SA45 9QQ"
democracy-club-polling-stations-2016-07	"CHURCH HALL
ALLT Y BRYN
LLANARTH
CEREDIGION
SA47 0NL"
democracy-club-polling-stations-2016-07	"MYDROILYN VILLAGE HALL
BRO MYDYR
MYDROILYN
CEREDIGION
SA48 7QY"
democracy-club-polling-stations-2016-07	"CILIAU AERON VILLAGE HALL
B4339 FROM THE JUNCTION OF THE A482 TO THE JUNCTION OF THE U5183
CILIAU AERON
CEREDIGION
SA48 7SD"
democracy-club-polling-stations-2016-07	"VILLAGE HALL
C1047 FROM TYGLYN LODGE TO THE JUNCTION OF THE C1128
CILCENNIN
CEREDIGION
SA48 8RF"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A482 FELINFACH
FELINFACH
CEREDIGION
SA48 8AE"
democracy-club-polling-stations-2016-07	"CRIBYN PRIMARY SCHOOL
B4337 CRIBYN
CRIBYN
CEREDIGION
SA48 7NG"
democracy-club-polling-stations-2016-07	"DIHEWYD VILLAGE HALL
C1107 FROM DIHEWYD TO THE JUNCTION OF THE U5179
DIHEWYD
CEREDIGION
SA48 7PN"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A485 LLANGYBI VILLAGE
LLANGYBI
CEREDIGION
SA48 8NG"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
A485 LLANGYBI VILLAGE
LLANGYBI
CEREDIGION
SA48 8NG"
democracy-club-polling-stations-2016-07	"LLANDEWI BREFI VILLAGE HALL
U1518 FROM LLANDDEWI BREFI TO THE ENTRANCE OF THE ESGAIR GOCH FORESTRY
LLANDDEWI BREFI
CEREDIGION
SY25 6RX"
democracy-club-polling-stations-2016-07	"VILLAGE HALL
B4343 LLANFAIR CLYDOGAU
LLANFAIR CLYDOGAU
CEREDIGION
SA48 8LD"
democracy-club-polling-stations-2016-07	"VILLAGE HALL
B4343 LLANFAIR CLYDOGAU
LLANFAIR CLYDOGAU
CEREDIGION
SA48 8LD"
democracy-club-polling-stations-2016-07	"VICTORIA HALL
BRYN ROAD
LAMPETER
CEREDIGION
SA48 7EE"
democracy-club-polling-stations-2016-07	"VICTORIA HALL
BRYN ROAD
LAMPETER
CEREDIGION
SA48 7EE"
democracy-club-polling-stations-2016-07	"VICTORIA HALL
BRYN ROAD
LAMPETER
CEREDIGION
SA48 7EE"
democracy-club-polling-stations-2016-07	"CHURCH HALL
B4337 LLANWNEN
LLANWNNEN
CEREDIGION
SA48 7LA"
democracy-club-polling-stations-2016-07	"CWRTNEWYDD PRIMARY SCHOOL
C1033 FROM THE JUNCTION OF THE A475 AT ALLTYBIG TO CWRTNEWYDD
CWRTNEWYDD
CEREDIGION
SA40 9YN"
democracy-club-polling-stations-2016-07	"CAPEL YR ANNIBYNWYR PISGAH
C1187 FROM TALGARREG TO THE JUNCTION OF THE A486 AT POST BACH
TALGARREG
CEREDIGION
SA44 4ET"
democracy-club-polling-stations-2016-07	"NEUADD GOFFA CAERWEDROS
C1048 FROM THE JUNCTION OF THE U5131 TO THE CROSSROADS OF THE C1006
CAERWEDROS
CEREDIGION
SA44 6BS"
democracy-club-polling-stations-2016-07	"TYSUL YOUTH CENTRE
LON WESLEY
LLANDYSUL
CEREDIGION
SA44 4QJ"
democracy-club-polling-stations-2016-07	"CAPEL DEWI CHURCH HALL
C1150 FROM THE JUNCTION OF LLANFAIR ROAD TO CAPEL DEWI
CAPEL DEWI
CEREDIGION
SA44 4PH"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
FROM THE JUNCTION OF THE B4459 TO A PROPERTY KNOWN AS HEOL-FEINOG (PRIVATE)
PONTSHAEN
CEREDIGION
SA44 4UB"
democracy-club-polling-stations-2016-07	"TREGROES SCHOOL
C1069 FROM THE PRIVATE ROAD LEADING TO DINAS CERDIN TO THE JUNCTION OF THE A475
TREGROES
CEREDIGION
SA44 4NN"
democracy-club-polling-stations-2016-07	"THE LONG ROOM
U5223 FROM THE JUNCTION OF THE A475 AT THE LAMB HOTEL TO THE ENTRANCE TO SUSSEX BUILDINGS
ADPAR
CEREDIGION
SA38 9EA"
democracy-club-polling-stations-2016-07	"PENRHIWLLAN HALL
A475 PENRHIWLLAN
PENRHIWLLAN
CEREDIGION
SA44 5NN"
democracy-club-polling-stations-2016-07	"RHYDLEWIS VILLAGE HALL
C1132 FROM THE JUNCTION OF THE B4334 TO THE PRIVATE ROAD LEADING TO BRYNBEDW
RHYDLEWIS
CEREDIGION
SA44 5PE"
democracy-club-polling-stations-2016-07	"COEDYBRYN VILLAGE HALL
B4334 COED-Y-BRYN
COED Y BRYN
CEREDIGION
SA44 5JL"
democracy-club-polling-stations-2016-07	"MEMORIAL HALL
B4321 PONTGARREG
PONTGARREG
CEREDIGION
SA44 6AL"
democracy-club-polling-stations-2016-07	"TA Centre
126a Alnwickhill Road
EH16 6NQ"
democracy-club-polling-stations-2016-07	"PENBRYN AND SARNAU VILLAGE HALL
A487T SARNAU VILLAGE
SARNAU
CEREDIGION
SA44 6QS"
democracy-club-polling-stations-2016-07	"CHURCH HALL, ST TYGWYDD CHURCH
U5244 FROM THE A484 JUNCTION NW OF LLWYNDURIS FARM TO THE UX19 JUNCTION N OF BAILEY
LLANDYGWYDD
CEREDIGION
SA43 2QX"
democracy-club-polling-stations-2016-07	"VESTRI, BEULAH CHAPEL
C1162 FROM THE JUNCTION OF BOWLS ROAD TO THE JUNCTION OF THE B4333
BEULAH
CEREDIGION
SA38 9QB"
democracy-club-polling-stations-2016-07	"TREWEN PRIMARY SCHOOL
B4570 FROM THE JUNCTION OF THE U5236 TO THE JUNCTION OF THE B4333 AT CWMCOU
CWM COU
CEREDIGION
SA38 9PE"
democracy-club-polling-stations-2016-07	"ST.JOHN'S CHURCH & COMMUNITY HALL
C1063 FROM THE ENTRANCE TO COEDPERTHI TO THE JUNCTION OF THE C1042
BEULAH
CEREDIGION
SA38 9QL"
democracy-club-polling-stations-2016-07	"COMMUNITY HALL
A484 LLECHRYD
LLECHRYD
CEREDIGION
SA43 2NR"
democracy-club-polling-stations-2016-07	"VILLAGE HALL
FFORDD NEWYDD
ABERPORTH
CEREDIGION
SA43 2EN"
democracy-club-polling-stations-2016-07	"PWYLLGOR A LLES Y FERWIG, OLD PRIMARY SCHOOL
C1003 FROM THE ENTRANCE OF CLYN YR YNYS TO THE JUNCTION OF THE C1120
VERWIG
CEREDIGION
SA43 1PX"
democracy-club-polling-stations-2016-07	"PENPARC CHAPEL
A487T PENPARC VILLAGE
PENPARC
CEREDIGION
SA43 1RG"
democracy-club-polling-stations-2016-07	"BETHANIA CHAPEL
WILLIAM STREET
CARDIGAN
CEREDIGION
SA43 1EL"
democracy-club-polling-stations-2016-07	"BETHANIA CHAPEL
WILLIAM STREET
CARDIGAN
CEREDIGION
SA43 1EL"
democracy-club-polling-stations-2016-07	"BETHANIA CHAPEL
WILLIAM STREET
CARDIGAN
CEREDIGION
SA43 1EL"
democracy-club-polling-stations-2016-07	"TYNGWNDWN CHAPEL
B4342B FROM THE JUNCTION OF THE B4337 AT HENDRELAS TO THE JUNCTION OF THE A482 AT FELINFACH
FELINFACH
CEREDIGION
SA48 8BE"
democracy-club-polling-stations-2016-07	"Sir Ralph Perring Centre
Golden Lane Estate
EC1Y 0SH"
democracy-club-polling-stations-2016-07	"St Bride Foundation Institute
14 Bride Lane (off Fleet Street)
EC4Y 8EQ"
democracy-club-polling-stations-2016-07	"Learning Centre
Atrizan Street Library and Community Centre
1 Artizan Street
E1 7AE"
democracy-club-polling-stations-2016-07	"Church of St Giles Cripplegate
Barbican
EC2Y 8DA"
democracy-club-polling-stations-2016-07	"Pearl Hyde Primary School
Dorchester Way
Coventry
CV2 2NB"
democracy-club-polling-stations-2016-07	"St. Gregory`s Roman Catholic Primary School
Harry Rose Road
Coventry
CV2 5AT"
democracy-club-polling-stations-2016-07	"Wyken Community Centre
Westmorland Road
Coventry
CV2 5PY"
democracy-club-polling-stations-2016-07	"St John Fisher Parish Centre
Tiverton Road
Coventry
CV2 3DL"
democracy-club-polling-stations-2016-07	"Lethbridge SeniorCitizens Club Room
58 Lethbridge Close, SE13 7QN
SE13 7QN"
democracy-club-polling-stations-2016-07	"St. Augustine's Church Hall
336 Baring Road, SE12 0DU
SE12 0DU"
democracy-club-polling-stations-2016-07	"Horniman Primary School
Horniman Drive, SE23 3BP
SE23 3BP"
democracy-club-polling-stations-2016-07	"Sandhurst Infants School
Minard Road, SE6 1NW
SE6 1NW"
democracy-club-polling-stations-2016-07	"St. Winifreds School
Entrance in Manor Lane SE12 8NS
SE12 8NS"
democracy-club-polling-stations-2016-07	"Holbeach School
Doggett Road, SE6 4QB
SE6 4QB"
democracy-club-polling-stations-2016-07	"Sir Francis Drake Primary School
Scawen Road SE8 5AE
SE8 5AE"
democracy-club-polling-stations-2016-07	"Perry Hill, St George Christ Church
St. George Hall,Vancouver Road, SE23 2AG
SE23 2AG"
democracy-club-polling-stations-2016-07	"Blackheath Hockey and Catford Cyphers
Cricket Club, SE6 4DH
SE6 4DH"
democracy-club-polling-stations-2016-07	"Our Lady St. Phillip Neri School
Sydenham Road, SE26 5SE
SE26 5SE"
democracy-club-polling-stations-2016-07	"John Bull Nursery School
Hurren Close SE3 0TP
SE3 0TP"
democracy-club-polling-stations-2016-07	"All Saints Community Centre
Monson Road SE14 5DJ
SE14 5DJ"
democracy-club-polling-stations-2016-07	"Perrymount Primary School
Sunderland Road, SE23 2PX
SE23 2PX"
democracy-club-polling-stations-2016-07	"St. Bartholomews C of E School
The Peak, SE26 4LJ
SE26 4LJ"
democracy-club-polling-stations-2016-07	"Baring Primary School
Linchmere Road, SE12 0NB
SE12 0NB"
democracy-club-polling-stations-2016-07	"Brandram Road Community Centre
25-33 Brandram Road, SE13 5RT
SE13 5RT"
democracy-club-polling-stations-2016-07	"Childeric Primary School
Childeric Road SE14 6DG
SE14 6DG"
democracy-club-polling-stations-2016-07	"Siambr y Cyngor/Council Chamber
Neuadd y Dref/Town Hall
Stryd y Parad/Parade Street
Llangollen
Sir Ddinbych/Denbighshire
LL20 8PW"
