test	text	postcode
DCPS:2951359334	Shelf Village Hall, Halifax Road, Shelf, Halifax	 HX3 7NT
DCPS:2643896200	Bethel Methodist Church, Carr House Road, Shelf	
DCPS:1064067628	Triangle CE Primary School, Butterworth Lane, Triangle, Sowerby Bridge	 HX6 3NJ
DCPS:2282443453	St Peter's Community Centre, St Peters Avenue, Sowerby, Sowerby Bridge	 HX6 1HB
DCPS:4040314067	Sacred Heart Catholic Primary School, St Peter's Avenue, Sowerby	 HX6 3BL
DCPS:2489431390	St Pauls Methodist Church, Tower Hill, Sowerby Bridge	 HX6 3EQ
DCPS:3092247216	Tuel Lane Infant School, Clay Street, Sowerby Bridge	 HX6 2ND
DCPS:2978426685	Sacred Heart and St Patrick's Parish Hall, Bolton Brow, Sowerby Bridge	 HX6 2BA
DCPS:4188173314	Portacabin, Corner of Beech Tree Ave & Elm Tree, Elm Tree Avenue, Coventry	 CV4 9EN
DCPS:3166513291	Canley Community Centre, Prior Deram Walk, Coventry	 CV4 8FT
DCPS:1015801163	Xcel Leisure Centre, Mitchell Avenue, Coventry	 CV4 8DY
DCPS:1593770447	Greek Orthodox Church of Holy Transfiguration, Westwood Heath Road, Coventry	 CV4 8GP
DCPS:3914789729	Hearsall Community Primary School, Kingston Road, Coventry	 CV5 6LR
DCPS:2692642191	Wilfred Spencer Centre, Whitaker Road, Coventry	 CV5 9JE
DCPS:3216372363	Whoberley Youth Centre, Wildcroft Road, Coventry	 CV5 8AJ
DCPS:2054401424	St Christopher's Church, Winsford Avenue, Allesley Park, Coventry	 CV5 9HF
DCPS:1294769203	Hearsall Baptist Church Hall, Queensland Avenue, Coventry	 CV5 8FE
DCPS:1367054847	St. Oswald`s Church Hall, Jardine Crescent, Coventry	 CV4 9PL
DCPS:1341200957	St Andrews Church, Church Lane, Eastern Green, Coventry	 CV5 7BX
DCPS:2270517354	Woodland Academy, Broad Lane, Coventry	 CV5 7FF
DCPS:4263272060	St. John Vianney Parish Room, Bishopton Close, Coventry	 CV5 7GW
DCPS:4223922488	Park Hill Primary School - Playgroup Annexe, Lower Eastern Green Lane, Coventry	 CV6 4GF
DCPS:2452231999	Mount Nod Primary School, Greenleaf Close, Coventry	 CV5 7BG
DCPS:3887770090	Youell Court Residential Care Centre, Skipworth Road, Coventry	 CV3 2XA
DCPS:3898540223	Holy Cross Church Hall, St Austell Road, Coventry	 CV2 5AE
DCPS:2589227744	Wyken Parish Hall, Wyken Croft, Coventry	 CV2 3AA
DCPS:1473093389	Clifford Bridge Primary School, Community Association Room, Coombe Park Road, Coventry	 CV3 2PD
DCPS:3251064108	Beverley Hall, Grant Road,, Croydon	
DCPS:3943431627	Ysgol Frongoch, Ffordd Y Rhyl/Rhyl Road, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 3DP
DCPS:2962653160	Festri Capel Y Waen Chapel Vestry, Waen, Bodfari, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 4BT
DCPS:2333439767	Ystafelloedd Cocoa/Cocoa Rooms, Llandyrnog, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 4HG
DCPS:3724522007	Neuadd Owen, Cefn Meiriadog, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	 LL17 0EY
DCPS:4287590859	Neuadd y Pentre/Village Hall, Trefnant, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 5UG
DCPS:1144244672	Ysgol Bodfari/Bodfari School, Bodfari, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 4DA
DCPS:3795308429	Yr Hen Ysgol/The Old School, Tremeirchion, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	 LL17 0UN
DCPS:1047174722	Neuadd Y Plwyf/Parish Hall, Waen, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	 LL17 0AN
DCPS:1674723152	Yr Hen Ysgol/The Old School, Cwm, Rhyl, Sir Ddinbych/Denbighshire	 LL18 5SG
DCPS:2928788325	Canolfan Ieuenctid Llanelwy, St Asaph Youth Centre, Canolfan Hamdden Llanelwy, St Asaph Leisure Centre, Upper Denbigh Road, Llanelwy/St Asaph	 LL17 0RP
DCPS:2463623239	Llyfrgell Llanelwy/St Asaph Library, Y Ro/The Roe, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	 LL17 0LU
DCPS:1359421679	Canolfan Cymuned/Community Centre, Lon Ty Fry/Ty Fry Lane, Bodelwyddan, Sir Ddinbych/Denbighshire	 LL18 5TE
DCPS:1353855800	Canolfan Cymuned Tref Rhuddlan, Rhuddlan Town Community Centre, Stryd y Senedd/Parliament Street, Rhuddlan, Rhyl, Sir Ddinbych/Denbighshire	 LL18 5AW
DCPS:1138601428	Neuadd Paterson/Paterson Hall, Stryd Fawr/High Street, Dyserth, Sir Ddinbych/Denbighshire	 LL18 6AA
DCPS:2745864294	Eglwys Calfari/Calvary Church, 200 Ffordd Victoria/Victoria Road, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 7TL
DCPS:1928419069	Canolfan Cymuned Jiwbili/Jubilee Community Centre, 45 Rhodfa Morglawdd, 45 Seabank Drive, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 7PP
DCPS:1580433346	Eglwys Efengylaidd Deva/Deva Evangelical Church, Ffordd Pantycelyn, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 8YE
DCPS:3146622495	Neuadd Y Brenin/Kings Hall, Kings Ave, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 9AA
DCPS:2005396543	Canolfan Hamdden Prestatyn Leisure Centre, Rhodfa Tywysog/Princes Avenue, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 8RS
DCPS:1572720696	Canolfan Cymuned Ty Caradog, Caradog House Community Centre, Ffordd Caradog / Caradog Road, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 7PF
DCPS:2544799535	Neuadd Eglwys y Plwyf/Parish Church Hall, Stryd Fawr / High Street, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 9AF
DCPS:2042356065	Canolfan Cymuned/Community Centre, Ffordd Talargoch, Gallt Melyd/Meliden, Prestatyn, Sir Ddinbych/Denbighshire	 LL19 8LA
DCPS:3602124098	Ysgol Dewi Sant, Ffordd Rhuddlan/Rhuddlan Road, Rhyl, Sir Ddinbych/Denbighshire	 LL18 2RE
DCPS:3300559499	Ystafell Weithgareddau / Activity Room, Canolfan Hamdden Y Rhyl, Rhyl Leisure Centre, Grange Road, Rhyl, Sir Ddinbych / Denbighshire	 LL18 4BY
DCPS:1360242134	Ysgol Llewelyn, Ffordd Trellewelyn/Trellewelyn Road, Y Rhyl/ Rhyl, Sir Ddinbych/Denbighshire	 LL18 4EU
DCPS:3983237648	Caffi`r Gerddi Botanig/Botanical Gardens Cafe, Ffordd Grange/Grange Road, Rhyl, Sir Ddinbych/Denbighshire	 LL18 4DA
DCPS:2597342569	Canolfan Cymuned Ffordd Las Community Centre, 20 Ffordd Las, Rhyl, Sir Ddinbych/Denbighshire	 LL18 2HH
DCPS:1033932778	Eglwys Ddiwygiedig Unedig/United Reformed Church, Ffordd Tynewydd/Tynewydd Road, Rhyl, Sir Ddinbych/Denbighshire	 LL18 3ST
DCPS:4246023529	Ystafelloedd Cymuned/Community Rooms, Maes Emlyn, Rhyl, Sir Ddinbych/Denbighshire	 LL18 3SF
DCPS:1095346444	Ystafell Y Foryd / Foryd Room, Canolfan Wellington/Wellington Centre, Wellington Road, Rhyl, Sir Ddinbych/Denbighshire	 LL18 1LE
DCPS:1612950843	Neuadd Tref Y Rhyl / Rhyl Town Hall, Ffordd Wellington / Wellington Road, Rhyl, Sir Ddinbych/Denbighshire	 LL18 1AB
DCPS:4119904554	Ysgol Rhewl/Rhewl School, Rhewl, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2TU
DCPS:4064966015	Canolfan Awelon Centre, Ffordd Yr Ysgol/School Road, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 1BL
DCPS:2219461431	Canolfan Cymuned Llanfwrog, Llanfwrog Community Centre, Stryd Mwrog/Mwrog Street, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 1LE
DCPS:3875510635	Festri Capel Salem Chapel Vestry, Cyffylliog, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2DN
DCPS:2519185460	Neuadd Yr Eglwys/Church Hall, Clocaenog, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2AT
DCPS:1799700978	Canolfan Cae Cymro, Clawddnewydd, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2ND
DCPS:1639193984	Festri Capel Derwen Chapel Vestry, Derwen, Corwen, Sir Ddinbych/Denbighshire	 LL21 9SG
DCPS:3994257625	Neuadd y Pentre/Village Hall, Pwllglas, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2PB
DCPS:2779797400	Canolfan Addysg Bro Cinmeirch, Llanrhaeadr Yng Nghimeirch, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 4NL
DCPS:1400747273	Ty`r Eglwys/Church House, Nantglyn, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 5PL
DCPS:1551123417	Canolfan Cymuned/Community Centre, Llanbedr Dyffryn Clwyd, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 1UP
DCPS:2839038744	Festri Capel Gellifor Chapel Vestry, Gellifor, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 1SF
DCPS:3678864130	Canolfan Dewi Sant/Saint Davids Centre, Eryrys, Yr Wyddgrug/Mold, Sir Ddinbych/Denbighshire	 CH7 4BX
DCPS:1558261094	Tafarn Y Raven/The Raven Inn, Llanarmon-yn-Ial, Yr Wyddgrug/Mold, Sir Ddinbych/Denbighshire	 CH7 4QE
DCPS:3242604715	Canolfan Cymuned/Community Centre, Llanferres, Yr Wyddrgug/Mold, Sir Ddinbych/Denbighshire	 CH7 5SP
DCPS:1952031740	Neuadd y Pentre/Village Hall, Llanelidan, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2PT
DCPS:3785109928	Neuadd Eleanor, Llanfair Dyffryn Clwyd, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2RU
DCPS:3944906346	Festri Capel Bethel Chapel Vestry, Pentrecelyn, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	 LL15 2HE
DCPS:1645030246	Canolfan Cymuned/Community Centre, Melin y Wig, Corwen, Sir Ddinbych/Denbighshire	 LL21 9RE
DCPS:2357258739	Caban Y Plwyf, Ysgol Pant Pastynog, Prion, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	 LL16 4SG
DCPS:3477919465	Neuadd Goffa/Memorial Hall, Llandegla, Wrecsam/Wrexham, Sir Ddinbych/Denbighshire	 LL11 3AW
DCPS:4267164642	Ystafell y Plwyf/Parish Room, Bryneglwys, Corwen, Sir Ddinbych/Denbighshire	 LL21 9LP
DCPS:1026544150	Canolfan Cymuned/Community Centre, Gwyddelwern, Corwen, Sir Ddinbych/Denbighshire	 LL21 9DH
DCPS:1281054245	Hillwood Primary School, 66 Station Road, Ratho	 EH28 8PT
DCPS:2767457246	Dalmeny Parish Church Hall, 22 Main Street, Dalmeny	 EH30 9TU
DCPS:3761755537	Kirkliston Community Centre, 16-18 Queensferry Road, Kirkliston	 EH29 9AQ
DCPS:3739001208	Cramond Primary School, 4 Cramond Crescent	 EH4 6PG
DCPS:2248589837	Queensferry Primary School, Burgess Road, South Queensferry	 EH30 9NX
DCPS:3995823749	Echline Primary School, Bo'ness Road, South Queensferry	 EH30 9XJ
DCPS:4127233446	Holy Cross Episcopal Church Hall, East Barnton Gardens	 EH4 6AR
DCPS:1714939787	Walpole Hall, 26 Chester St	 EH3 7EN
DCPS:1682487983	Waverley Court, 4 East Market Street	 EH8 8BG
DCPS:1117079376	Abbeyhill Primary School, 5b Abbey Street	 EH7 5SJ
DCPS:3571586393	Lothian Chambers, 59-63 George IV Bridge	 EH1 1RN
DCPS:1673465795	Tollcross Community Centre, 117 Fountainbridge	 EH3 9QG
DCPS:1827739639	Cafe Camino, St. Mary's Parish Centre, 1 Little King Street	 EH1 3JD
DCPS:3684185533	The Roxburghe, 33-34 Charlotte Square	 EH2 4HQ
DCPS:1998865939	Apex Haymarket Hotel, 90 Haymarket Terrace (enter via Magdala Crescent)	 EH12 5LQ
DCPS:3575903763	Lauriston Halls, 28 Lauriston Street	 EH3 9DJ
DCPS:2779684308	Fairmilehead Parish Church Hall, 1a Frogston Road West	 EH10 7AA
DCPS:2728481512	St Fillan's Church Hall, 4 Buckstone Drive	 EH10 6PD
DCPS:3991868964	Pentland Primary School, 4 Oxgangs Green	 EH13 0BD
DCPS:3901909304	St John's Colinton Mains Church, 223 Oxgangs Road North	 EH13 9ED
DCPS:2615163681	Dreghorn Loan Church Hall, 22 Dreghorn Loan	 EH13 0DE
DCPS:2610654083	Pentland Community Centre, 21 Oxgangs Brae	 EH13 9LS
DCPS:1994301147	St Cuthbert's Episcopal Church Hall, 6 Westgarth Avenue	 EH14 0BD
DCPS:1585345373	Saughton Crescent Scout Hall, 54 Saughton Crescent	 EH12 5SP
DCPS:2585235050	Carrick Knowe Parish Church Hall, 118 Saughton Road North	 EH12 7DR
DCPS:4242803775	10th Craigalmond Scout Hall, 31 Corstorphine High Street	 EH12 7AZ
DCPS:2610407976	Carrick Knowe Primary School, 15a Lampacre Road	 EH12 7HU
DCPS:1446163269	Roseburn Primary School, 64 Roseburn Street	 EH12 5PL
DCPS:2100111717	Murrayfield Parish Church Centre, 2B Ormidale Terrace	 EH12 6EQ
DCPS:3787818230	Holiday Inn Edinburgh City West, 107 Queensferry Road	 EH4 3HL
DCPS:3544567237	Corstorphine St Ninian's Church Hall, St Ninian's Road	 EH12 8AL
DCPS:1579706480	St Anne's Parish Church Hall, 1 Kaimes Rd	 EH12 6JR
DCPS:3944343449	Mobile Polling Station, Roadway adjacent to 16 and 18 Forrester Park Gardens	 EH12 6AN
DCPS:3531637029	Duddingston Primary School, 70a Duddingston Road	 EH15 1SW
DCPS:1045033447	Craigentinny St Christopher's Church Hall, 77-79 Craigentinny Road	 EH7 6QL
DCPS:3193793608	Craigentinny Community Centre, 9 Loaning Road	 EH7 6JE
DCPS:1068883776	St Ninian's RC Church Hall, 232 Marionville Road	 EH7 6BE
DCPS:2032960639	Northfield/Willowbrae Community Centre, 10 Northfield Road	 EH8 7PP
DCPS:2839861786	Parson's Green Nursery School, 60 Meadowfield Drive	 EH8 7LU
DCPS:1168128419	New Restalrig Parish Church Hall, 1a Willowbrae Road	 EH8 7DB
DCPS:2657267648	Holyrood Abbey Church Hall, 83 London Road	 EH7 5TT
DCPS:4062614135	Munro Community Centre, 6 Parkgrove Street	 EH4 7NT
DCPS:1375012973	Lothian Valuation Joint Board Office, 17A South Gyle Crescent	 EH12 9FL
DCPS:1514230114	Gylemuir Primary School, 10 Wester Broom Place	 EH12 7RT
DCPS:2618374017	Craigsbank Church Hall, 19a Craigs Bank	 EH12 8HD
DCPS:3382902174	Fox Covert Primary School, 12a Clerwood Crescent	 EH12 8PG
DCPS:2891312247	The Rannoch Centre, 6 Rannoch Terrace	 EH4 7ES
DCPS:1928688637	East Craigs Church Centre, 8 Bughtlin Market	 EH12 8XP
DCPS:1484333491	North Edinburgh Arts Centre, 15a Pennywell Court	 EH4 4TZ
DCPS:1424319097	Muirhouse Millenium Centre, 7 Muirhouse Medway	 EH4 4RW
DCPS:2372885349	Prentice Centre, 1 Granton Mains Avenue	 EH4 4GA
DCPS:1026384362	West Pilton Neighbourhood Centre, 19 West Pilton Grove	 EH4 4BY
DCPS:2313415320	Trinity Primary School, 181 Newhaven Road	 EH6 4QA
DCPS:2631492111	Inverleith St Serf's Church, 280 Ferry Road	 EH5 3NP
DCPS:3019492591	Newhaven Church Hall, 7 Craighall Road	 EH6 4ND
DCPS:4085078929	Royston Wardieburn Community Centre, 11 Pilton Drive North	 EH5 1NF
DCPS:3267326602	Granton Primary School, New Annex, 59 Boswall Parkway (Enter via Wardieburn Street West)	 EH5 2DA
DCPS:2242089732	Wardie Residents Club, 125 Granton Road	 EH5 3NJ
DCPS:1924050269	Fountainbridge Library, 137 Dundee Street	 EH11 1BG
DCPS:1748344329	Craiglockhart Primary School, 90 Ashley Terrace	 EH11 1RG
DCPS:3965257163	St Cuthbert's Church Hall, Hutchison Crossway	 EH14 1PT
DCPS:4282989541	Boroughmuir Rugby & Community Sports Club, 2 Meggetland Wynd	 EH14 1XN
DCPS:2904110947	Polwarth Parish Church, 36 Polwarth Terrace	 EH11 1LU
DCPS:3019582118	Greenbank Church Hall, 2b Braidburn Terrace	 EH10 6ES
DCPS:3606177097	Tollcross Primary School, 117 Fountainbridge	 EH3 9QG
DCPS:3712122446	Craiglockhart Parish Church Hall, Craiglockhart Drive North	 EH14 1HS
DCPS:2787057740	Drylaw Neighbourhood Centre, 67 Groathill Road North	 EH4 2SA
DCPS:3330397503	Scottish Health Service Centre, Crewe Road South	 EH4 2LF
DCPS:3945431627	Blackhall St Columba's Church Hall, 6 Muirdale Terrace	 EH4 3QW
DCPS:4246492391	St Stephen's Comely Bank Church, 10 Comely Bank Road	 EH4 1DW
DCPS:3225641268	Bristo Baptist Church Hall, 41 Buckingham Terrace	 EH4 3AP
DCPS:4127387901	Blackhall Library, 56 Hillhouse Road	 EH4 5EG
DCPS:3947856167	Bellevue Chapel, Rodney Street	 EH7 4EL
DCPS:3001824413	Stockbridge Parish Church, 7B Saxe Coburg St	 EH3 5BN
DCPS:3790639065	St James' Episcopal Church Hall, 57b Inverleith Row	 EH3 5PX
DCPS:2925717578	Blackhall Primary School, 83 Craigcrook Rd	 EH4 3PH
DCPS:3427968381	North Leith Parish Church Hall, 55 Madiera Street	 EH6 4AU
DCPS:2620147336	Victoria Primary School, 4-6 Newhaven Main Street	 EH6 4HY
DCPS:1803434384	St Mary's (Leith) RC Primary School, 30 Links Gardens	 EH6 7JG
DCPS:3808544520	South Leith Parish Church Halls, 6 Henderson Street	 EH6 7GS
DCPS:2518459830	Hermitage Park Primary School, 9 Hermitage Park	 EH6 8HD
DCPS:2585366916	Restalrig Lochend Community Hub, 198 Restalrig Road South	 EH7 6DZ
DCPS:4059088905	Holy Cross RC Primary School, 82 Craighall Road	 EH6 4RE
DCPS:2820486657	Ebeneezer United Free Church Hall, 31 Bangor Road	 EH6 5JX
DCPS:1029620705	Royal Navy & Royal Marine Assoc. & Club, Heriothill House,1 Broughton Road	 EH7 4EW
DCPS:2105283102	Broughton Nursery, McDonald Road	 EH7 4NW
DCPS:2086754191	Pilrig St Paul's Church Hall, 1b Pilrig Street	 EH5 5AH
DCPS:1095550839	Lorne Primary School, 7 Lorne Street	 EH6 8QS
DCPS:2947851611	McDonald Road Library, 2 McDonald Road	 EH7 4LU
DCPS:4091512474	Leith Walk Primary School, 9 Brunswick Road	 EH7 5NG
DCPS:3588834952	London Rd Church Hall, 1c London Road (enter via Easter Road)	 EH7 5AP
DCPS:2884835964	Pilmeny Youth Centre, 44 Buchanan Street	 EH6 8RF
DCPS:3596744571	Norton Park Conference Centre, 57 Albion Road	 EH7 5QY
DCPS:2284677033	Gilmerton Community Centre, 4 Drum Street	 EH17 8QG
DCPS:1542564822	Liberton Northfield Church Hall, 280a Gilmerton Road	 EH16 5UR
DCPS:3469074795	St Gregory's RC Church Hall, Walter Scott Avenue (enter via Bellenden Gardens)	 EH16 5RJ
DCPS:4210950699	Goodtrees Neighbourhood Centre, 5 Moredunvale Place	 EH17 7LB
DCPS:3768837678	Liberton Kirk Halls, 28-30 Kirkgate	 EH16 6RY
DCPS:2821548593	Valley Park Community Centre, 37 Southhouse Road	 EH17 8EU
DCPS:2730739042	St John Vianney RC Primary School, 17 Ivanhoe Crescent (enter from Woodstock Place)	 EH16 6AU
DCPS:2965380341	Cameron House Community Education Centre, 34 Prestonfield Avenue	 EH16 5EU
DCPS:3602529071	South Morningside Primary School, 118 Comiston Road	 EH10 5QN
DCPS:2602445789	Church Hill Theatre - Studio, 33 Morningside Road	 EH10 4DR
DCPS:3290760329	Church of Jesus Christ of LDS, 30a Colinton Road (enter via Spylaw Road)	 EH10 5DG
DCPS:3268787295	Morningside Parish Church Halls, 5 Braid Road	 EH10 6AD
DCPS:4048301271	Morningside United Main Church Hall, 15 Chamberlain Road	 EH10 4DJ
DCPS:3246489365	Novotel Edinburgh Centre, 80 Lauriston Place	 EH3 9DE
DCPS:2607581617	Barclay Viewforth Church, 1 Wright's Houses	 EH10 4HR
DCPS:4163998666	Ratho Community Centre, 1 School Wynd, Ratho	 EH28 8TT
DCPS:2740898997	The Mill Café @ St Joseph's, Balerno Parish Church, 2 Main Street, Balerno	 EH14 7EH
DCPS:4235460537	Gibson Craig Halls, 156 Lanark Road West	 EH14 5NY
DCPS:2681782037	Currie Youth Club, 280 Lanark Road West	 EH14 5RU
DCPS:4161599229	Heriot-Watt University, Student Union Building, Riccarton	 EH14 5DH
DCPS:3155334616	Juniper Green Parish Church Hall, 498 Lanark Road, Juniper Green (enter via Woodhall Avenue)	 EH14 5DH
DCPS:2300905830	Clovenstone Community Centre, 54 Clovenstone Park (Clovenstone PS)	 EH14 3EY
DCPS:4289694127	Kingsknowe Golf Club *NEW*, 326 Lanark Road	 EH14 2JD
DCPS:3385627520	Portobello Town Hall, 147 Portobello High Street	 EH15 1AF
DCPS:1525638655	St Johns RC Primary School, 1 Hamilton Terrace	 EH15 1NB
DCPS:3130737993	St Philip's Church Hall, 1a Brunstane Rd North	 EH15 2DL
DCPS:4066925103	Brunstane Primary School, 106 Magdalene Drive	 EH15 3BE
DCPS:2508451618	East Neighbourhood Centre, 101 Niddrie Mains Road	 EH16 4DS
DCPS:3261333358	Bingham Community Centre, 31 Bingham Avenue	 EH15 3HZ
DCPS:1075921406	Hays Community Business Centre, 4 Hay Avenue	 EH16 4AQ
DCPS:4029980820	Newcraighall Primary School, 67 Whitehill Street	 EH21 8QZ
DCPS:3122984699	St David's Church Hall, 70a Broomhouse Crescent	 EH11 3RH
DCPS:2011456627	Sighthill Primary School, 1 Calder Park	 EH11 4NF
DCPS:2160362002	Gate 55, 55 Sighthill Road	 EH11 4PB
DCPS:1933138159	Murrayburn Primary School, 1 Sighthill Loan	 EH11 4NP
DCPS:1357760096	Stenhouse Primary School, 4 Saughton Mains Street	 EH11 3HH
DCPS:2061808842	The Bridge Community Cafe, Holy Trinity Church, 2 Hailesland Place	 EH14 2SL
DCPS:1804907765	Longstone Primary School, 3a Redhall Grove	 EH14 2DU
DCPS:1715868754	Carrickvale Community Education Centre, 2 Saughton Mains Street	 EH11 3HH
DCPS:1582662485	Gorgie War Memorial Hall, 338 Gorgie Road	 EH11 2QU
DCPS:3281344456	Gorgie Dalry Parish Church Hall, 190-192 Gorgie Road	 EH11 2NX
DCPS:3428532289	Dalry Primary School, 4 Cathcart Place	 EH11 2JB
DCPS:3450036299	Braidwood Community Centre, 69 Dumbiedykes Road	 EH8 9UT
DCPS:1517754854	Southside Community Centre, 117 Nicolson Street	 EH8 9ER
DCPS:1889957067	Nelson Hall Community Centre, 5 Spittalfield Crescent	 EH8 9QZ
DCPS:2667335700	St Catherine's Argyle Church, 61-63 Grange Road	 EH9 1TY
DCPS:4110236216	Marchmont St Giles' Parish Church, 5 Kilgraston Road	 EH9 2DW
DCPS:1356750982	Reid Memorial Church Hall, 184/186 West Saville Terrace	 EH3 9HY
DCPS:2644604756	Mayfield Salisbury Church Hall, 18 West Mayfield	 EH9 1TQ
DCPS:2536880594	James Gillespie's Primary School, Whitehouse Loan (Enter via Warrender Park Road)	 EH9 1BD
DCPS:2875388464	Botany Bay Cricket Club, East Lodge Lane, Enfield, Middlesex	 EN2 8AS
DCPS:1889168151	Brigadier Free Church, 36 Brigadier Hill, Enfield, Middlesex	 EN2 0NQ
DCPS:2871607810	St. John's Church Hall, Strayfield Road, Clay Hill, Enfield, Middlesex	 EN2 9JH
DCPS:3603670423	St. Lukes Youth Centre, Morley Hill, Enfield, Middlesex	 EN2 0BL
DCPS:1282762847	Capel Manor Primary School, Bullsmoor Lane, Enfield, Middlesex	 EN1 4RL
DCPS:3609296751	Worcesters Primary School, Goat Lane, Enfield, Middlesex	 EN1 4UF
DCPS:3683456094	Lea Valley High School, Bullsmoor Lane, Enfield, Middlesex	 EN3 6TW
DCPS:3609695009	Kempe Hall, 46 Kempe Road, Enfield, Middlesex	 EN1 4QS
DCPS:1216307078	Freezywater St. Georges (Primary) School, Hertford Road, Enfield, Middlesex	 EN3 6NR
DCPS:3487891417	The Dharma Centre, 442-446 Hertford Road, Enfield, Middlesex	 EN3 5QH
DCPS:2256360401	Temporary Building (Park Road Flats), Park Road, Enfield, Middlesex	 EN3 6LR
DCPS:3279121782	Totteridge Road Baptist Church Hall, Totteridge Road Baptist Church, 45a Totteridge Road, Enfield, Middlesex	 EN3 6NF
DCPS:1430496015	Ordnance Unity Centre Library, 645 Hertford Road, Enfield, Middlesex	 EN3 6ND
DCPS:1498847518	St. Peter and St. Paul Church Hall, Chesterfield Road, Enfield, Middlesex	 EN3 6AB
DCPS:3150376494	Prince of Wales School, Salisbury Road, Enfield, Middlesex	 EN3 6HG
DCPS:2658044465	Enfield Island Community Centre, 40-42 Island Centre Way, Enfield, Middlesex	 EN3 6GS
DCPS:2319429548	Our Lady of Walsingham Church, Temporary Building at Front of Church, John Gooch Drive, Enfield, Middlesex	 EN2 8BT
DCPS:3626278025	Enfield Lawn Tennis Club, The Ridgeway, Enfield, Middlesex	 EN2 8NA
DCPS:2354570988	St. Mary Magdalene Church Hall, 97 Windmill Hill, Enfield, Middlesex	 EN2 7AJ
DCPS:2800508572	The Jolly Farmers Public House, (Function Room), 2 Enfield Road, Enfield, Middlesex	 EN2 7QS
DCPS:4233606323	Temporary Building (Lonsdale Drive), Playground Opposite Lindal Crescent, Lonsdale Drive, Enfield, Middlesex	 EN2 7JZ
DCPS:1434982239	Annexe Rear of Beacon of Light Church, Layard Road, Enfield, Middlesex	 EN1 4BA
DCPS:2224274297	Chace Community School, Churchbury Lane, Enfield, Middlesex	 EN1 3HQ
DCPS:1458097568	St. Andrews C.E. School, 116 Churchbury Lane, Enfield, Middlesex	 EN1 3UL
DCPS:2782628446	St. Andrews Church Hall, Silver Street, Enfield, Middlesex	 EN1 3EG
DCPS:3372197343	4th Enfield Scout Group Headquarters, Gordon Road, Enfield, Middlesex	 EN2 0QA
DCPS:2088958532	St. Michaels and All Angels Parish Hall, Large Hall, Gordon Hill, Enfield, Middlesex	 EN2 0QP
DCPS:3269683441	Carterhatch Infant School, Carterhatch Lane, Enfield, Middlesex	 EN1 4JY
DCPS:3365212681	Suffolks Primary School, Brick Lane, Enfield, Middlesex	 EN1 3PU
DCPS:2959634826	Ellenborough Table Tennis Club, Craddock Road, Enfield, Middlesex	 EN1 3SP
DCPS:1762520878	Fellowship Hut (Bush Hill Park Recreation Ground), Cecil Avenue, Bush Hill Park, Enfield, Middlesex	 EN1 1PS
DCPS:2454889903	John Jackson Library, Agricola Place, Bush Hill Park, Enfield, Middlesex	 EN1 1DW
DCPS:2116079119	St. Marks Hall, Millais Road, (Junction with Main Avenue), Enfield, Middlesex	 EN1 1EF
DCPS:2730275353	St. Helier Hall, 12 Eastfield Road, Enfield, Middlesex	 EN3 5XF
DCPS:3185016471	St. Barnabas Hall, Addison Road, Enfield, Middlesex	 EN3 5LE
DCPS:2187076644	1st Enfield Scout Hut, 13 Green Street, Enfield, Middlesex	 EN3 7JU
DCPS:3514280913	Brimsdown Sports and Social Club, Goldsdown Road, Enfield, Middlesex	 EN3 7QZ
