test	text	postcode
DCPS:3571644936	RHYDYPENNAU MEMORIAL HALL, A487T BOW STREET VILLAGE, BOW STREET, CEREDIGION	SY24 5BQ
DCPS:2737265010	Wellington Primary School, Archibald Street Entrance, London	E3 4NE
DCPS:2158439222	Frilsham Club Room Frilsham Hermitage Thatcham	RG18 9XQ
DCPS:1009225713	THE VILLAGE HALL, CEFN MELINDWR, CAPEL BANGOR, CEREDIGION	SY23 3LS
DCPS:1891986765	SIR JOHN RHYS PRIMARY SCHOOL, FROM THE A44T TO THE C1142 PONTERWYD, PONTERWYD, CEREDIGION	SY23 3JX
DCPS:3749085711	COMMUNITY HALL, BRYNCEINION, ABERYSTWYTH, CEREDIGION	SY23 3BB
DCPS:4080958614	COMMINS COCH PRIMARY SCHOOL, BRONGWINAU, COMINS COCH, CEREDIGION	SY23 3BQ
DCPS:2814942875	ST PADARNS CHURCH HALL, PENYFRON ROAD, ABERYSTWYTH, CEREDIGION	SY23 3QU
DCPS:1936217839	BUARTH HALL, BUARTH ROAD, ABERYSTWYTH, CEREDIGION	SY23 1LR
DCPS:4000579337	Sanderstead Lawn Tennis Club, Penwortham Road, Sanderstead	CR2 0QS
DCPS:2515194362	Oshwal Main Hall, 1 Campbell, Road, Croydon	CR0 2SQ
DCPS:3557007808	Newton Road, London	W2 5LS
DCPS:4023407250	St John`s Walworth C of E Primary School, Larcom Street, London	SE17 1NQ
DCPS:1748983843	Highfield Church Centre, Highfield Lane	
DCPS:2082919375	LISBURNE HALL, C1064 FROM THE JUNCTION OF THE B4340 TO NEW ROW, LLANAFAN, CEREDIGION	SY23 4AZ
DCPS:1396209481	Caewern Community Centre, Heol Illtyd, Caewern, Neath	SA10 7SF
DCPS:1876746488	Langworth Drive Sheltered Community Hall, Langworth Drive, Hayes, Middlesex	UB4 0TE
DCPS:3077627859	CAPEL SEION PRIMARY SCHOOL, A4120 CAPEL SEION VILLAGE, CAPEL SEION, CEREDIGION	SY23 4ED
DCPS:1477698084	PONTRHYDYGROES VILLAGE HALL, B4343 YSBYTY YSTWYTH, YSBYTY YSTWYTH, CEREDIGION	SY25 6DE
DCPS:3770166340	Benedict Primary School, Benedict Road, Mitcham	
DCPS:1580738826	Larkhall Primary School, Lower School Hall, Smedley Street, London	SW4 6PH
DCPS:1110119873	ZOAR RESIDENTIAL HOME, MARION STREET, CLYDACH VALE, TONYPANDY	CF40 2DL
DCPS:2742043763	All Saints Church Hall Schoolroom - Station B, Victoria Square, Penarth	
DCPS:1075320584	Ashmole Primary School, Ashmole Street, London	SW8 1NT
DCPS:2700694858	YSTRAD MEURIG COMMUNITY HALL, B4340 YSTRAD MEURIG, YSTRAD MEURIG, CEREDIGION	SY25 6AA
DCPS:2959265386	St Alban`s Church Hall, Princes Road, Romford	
DCPS:3626355231	Lambourn Memorial Hall Oxford Street Lambourn Hungerford	RG17 8XT
DCPS:3812065913	Strawberry Lodge Conference Centre, Strawberry Lane, Carshalton, SM5 2NQ, Strawberry Lodge	
DCPS:2863482699	Rhoose Community Hall - Station A, Stewart Road, Rhoose	CF62 3EZ
DCPS:2719828237	VILLAGE HALL, STRYD Y NEUADD, LLANON, CEREDIGION	SY23 5HW
DCPS:3202655202	YR HEN YSGOL, B4337 CROSS INN, CROSS INN, CEREDIGION	SY23 5NE
DCPS:1530818724	ABERARTH HALL, U1552 CAPEL BETHEL ROAD FROM WATER STREET TO U/C ROAD, ABERARTH, CEREDIGION	SA46 0LX
DCPS:2445950173	MEMORIAL HALL, SOUTH ROAD, ABERAERON, CEREDIGION	SA46 0DP
DCPS:3958710419	PERIVALE LIBRARY HORSENDEN LANE SOUTH GREENFORD	
DCPS:2749112443	MEMORIAL HALL, TOWYN ROAD, NEW QUAY, CEREDIGION	SA45 9QQ
DCPS:3476913182	HAVELOCK COMMUNITY CENTRE 17 TRUBSHAW ROAD SOUTHALL	UB2 4XN
DCPS:4014165114	MYDROILYN VILLAGE HALL, BRO MYDYR, MYDROILYN, CEREDIGION	SA48 7QY
DCPS:4207073485	CILIAU AERON VILLAGE HALL, B4339 FROM THE JUNCTION OF THE A482 TO THE JUNCTION OF THE U5183, CILIAU AERON, CEREDIGION	SA48 7SD
DCPS:1306154449	Corbets Tey School, Harwood Hall Lane, Upminster	
DCPS:2067736445	The Hub, Barry YMCA, Court Road, Barry	CF63 4EE
DCPS:1994769438	CRIBYN PRIMARY SCHOOL, B4337 CRIBYN, CRIBYN, CEREDIGION	SA48 7NG
DCPS:2620936349	ST TYDFILS WELL CHURH HALL, CROSS MARGARET STREET, THE QUAR, MERTHYR TYDFIL	CF47 8SY
DCPS:2300954161	Memorial Hall, Angle End, Great Wilbraham	CB21 5JG
DCPS:1701037682	Caravan Adjacent to Clifton Parade, Fernside Avenue, Feltham	
DCPS:2172347612	VILLAGE HALL, B4343 LLANFAIR CLYDOGAU, LLANFAIR CLYDOGAU, CEREDIGION	SA48 8LD
DCPS:3537058067	VICTORIA HALL, BRYN ROAD, LAMPETER, CEREDIGION	SA48 7EE
DCPS:3931432961	CHURCH HALL, B4337 LLANWNEN, LLANWNNEN, CEREDIGION	SA48 7LA
DCPS:1689596806	CWRTNEWYDD PRIMARY SCHOOL, C1033 FROM THE JUNCTION OF THE A475 AT ALLTYBIG TO CWRTNEWYDD, CWRTNEWYDD, CEREDIGION	SA40 9YN
DCPS:3606635173	CAPEL YR ANNIBYNWYR PISGAH, C1187 FROM TALGARREG TO THE JUNCTION OF THE A486 AT POST BACH, TALGARREG, CEREDIGION	SA44 4ET
DCPS:2416967920	Samuel Lithgow Youth Centre, Stanhope Street	NW1 3LD
DCPS:1269655399	St Michael`s Parish, Church Hall, Poplar Walk, Croydon	
DCPS:1180071926	CAPEL DEWI CHURCH HALL, C1150 FROM THE JUNCTION OF LLANFAIR ROAD TO CAPEL DEWI, CAPEL DEWI, CEREDIGION	SA44 4PH
DCPS:1210904135	MEMORIAL HALL, FROM THE JUNCTION OF THE B4459 TO A PROPERTY KNOWN AS HEOL-FEINOG (PRIVATE), PONTSHAEN, CEREDIGION	SA44 4UB
DCPS:1699974896	TREGROES SCHOOL, C1069 FROM THE PRIVATE ROAD LEADING TO DINAS CERDIN TO THE JUNCTION OF THE A475, TREGROES, CEREDIGION	SA44 4NN
DCPS:4247044420	THE LONG ROOM, U5223 FROM THE JUNCTION OF THE A475 AT THE LAMB HOTEL TO THE ENTRANCE TO SUSSEX BUILDINGS, ADPAR, CEREDIGION	SA38 9EA
DCPS:2698797316	Cranham Social Hall, Front Lane, Upminster	
DCPS:1411493873	RHYDLEWIS VILLAGE HALL, C1132 FROM THE JUNCTION OF THE B4334 TO THE PRIVATE ROAD LEADING TO BRYNBEDW, RHYDLEWIS, CEREDIGION	SA44 5PE
DCPS:1951636040	North Thatcham Childrens Centre Park Lane Thatcham	RG18 3PG
DCPS:1290363105	Compton Village Hall Burrell Road Compton Newbury	RG20 6NP
DCPS:1159221026	TA Centre, 126a Alnwickhill Road	EH16 6NQ
DCPS:2805049515	Feltham Assembly Hall, Hounslow Road, Feltham	TW14 9DN
DCPS:1654510917	EALING EDUCATION CENTRE MANSELL ROAD GREENFORD	UB6 9EH
DCPS:1530610534	St Paul's C of E School, St Paul's Road, Brentford	TW8 0PN
DCPS:1053081114	TREWEN PRIMARY SCHOOL, B4570 FROM THE JUNCTION OF THE U5236 TO THE JUNCTION OF THE B4333 AT CWMCOU, CWM COU, CEREDIGION	SA38 9PE
DCPS:3706271729	ST.JOHN'S CHURCH & COMMUNITY HALL, C1063 FROM THE ENTRANCE TO COEDPERTHI TO THE JUNCTION OF THE C1042, BEULAH, CEREDIGION	SA38 9QL
DCPS:2740261265	Julie Cook Community Centre, Augustine Road, Harrow	
DCPS:3449564440	Village Hall, Cambridge Road, Wimpole	SG8 5QE
DCPS:1448929264	Bridgelink Centre, Summerwood Road, Isleworth	TW7 7QU
DCPS:2792075531	Scout HQ, Tickleford Drive	
DCPS:2851357688	South Harrow Baptist Church Rooms, Northolt Road, South Harrow	
DCPS:2130225184	Heathbrook Primary School, St. Rule Street, London	SW8 3EH
DCPS:1341739807	Sir Ralph Perring Centre, Golden Lane Estate	EC1Y 0SH
DCPS:1561550085	St Bride Foundation Institute, 14 Bride Lane (off Fleet Street)	EC4Y 8EQ
DCPS:2006194852	Learning Centre, Atrizan Street Library and Community Centre, 1 Artizan Street	E1 7AE
DCPS:1045302778	Harold Wood Primary School, Recreation Avenue, Romford	
DCPS:1576059324	Reay Primary School Studio, Caldwell Street Entrance, London	SW9 0EN
DCPS:1676096263	Portacabin adjacent to, MacArthur Crescent Play Area	
DCPS:2006887124	FIR TREE DRIVE RESOURCE CENTRE, FIR TREE DRIVE, QUAKERS YARD, TREHARRIS	CF46 5AY
DCPS:3777467927	St John Ambulance Hall, Park Road, Teddington	TW11 0AG
DCPS:3497507670	Henry Maynard Junior School, Addison Road	E17 9LT
DCPS:2432363856	St. Augustine's Church Hall, 336 Baring Road	SE12 0DU
DCPS:1884763378	Museum of London Docklands, No.1 Warehouse, West India Quay, Hertsmere Road, London	E14 4AL
DCPS:3462731750	Sandhurst Infants School, Minard Road	SE6 1NW
DCPS:1035244352	St. Winifreds School, Entrance in Manor Lane	SE12 8NS
DCPS:3787166872	Holbeach School, Doggett Road	SE6 4QB
DCPS:4069251186	Sir Francis Drake Primary School, Scawen Road	SE8 5AE
DCPS:3684092868	Hope Community Church, High Street, Teversham	CB1 9AS
DCPS:3315148489	Bonneville Primary School, Bonneville Gardens, London	SW4 9LB
DCPS:3312373269	Our Lady St. Phillip Neri School, Sydenham Road	SE26 5SE
DCPS:1040899846	John Bull Nursery School, Hurren Close	SE3 0TP
DCPS:3671221712	TREHARRIS PHOENIX RFC, FOREST ROAD, TREHARRIS	CF46 5HG
DCPS:2040409332	Caravan opposite the entrance to Rivers Academy, Tachbrook Road, Feltham	TW14 9NX
DCPS:3751427038	Baring Primary School, Linchmere Road	SE12 0NB
DCPS:2918486889	Eldon Road Baptist Church, Eldon Road, London	N22 5DT
DCPS:1248287750	Childeric Primary School, Childeric Road	SE14 6DG
DCPS:2734111886	NORTHOLT LIBRARY CHURCH ROAD	UB5 5AU
DCPS:2557273843	Canolfan Cymuned/Community Centre, The Conquering Hero, Rhewl, Llangollen, Sir Ddinbych/Denbighshire	LL20 7YT
DCPS:3565871786	Pafiliwn Chwaraeon Corwen (Y Rec), Corwen Sports Pavilion (The Rec), Y LÃ´n LÃ¢s / Green Lane, Corwen, Sir Ddinbych/Denbighshire	LL21 0DN
DCPS:1520518331	FOOTBALL CLUB TAFFS WELL, RHIWR DDAR, TAFFS WELL, CARDIFF	CF15 7HB
DCPS:2324735176	Neuadd Goffa Owain Glyndwr, Owain Glyndwr Memorial Hall, Glyndyfrdwy, Corwen, Sir Ddinbych/Denbighshire	LL21 8HA
DCPS:1486507666	Rayners Lane Baptist Church Hall, 139 Imperial Drive, Harrow, (Junction of Vicarage Way)	
DCPS:1222538101	Y Ganolfan, Llandrillo, Corwen, Sir Ddinbych/Denbighshire	LL21 0TG
DCPS:2893927721	Wesleyan Chapel Vestry, Aberdare Road, Glynneath, Neath	SA11 5HY
DCPS:3486805227	Canolfan Seion/Seion Centre, Stryd Henllan/Henllan Street, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 3PE
DCPS:2053813448	Eirianfa, Llain y Ffatri/Factory Place, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 3TS
DCPS:1586393614	Oasis Zoe Braithwaite Centre, Fraser Close	SO16 8GP
DCPS:2114077390	Capel Dinmael Chapel CM, Dinmael, Llangwm, Corwen	LL21 0NY
DCPS:1212789286	Canolfan Addysg Bro Aled Education Centre, Llansannan	LL16 5HN
DCPS:1356663504	Latymer Christian Centre, Bramley Road, London	W10 6SU
DCPS:1148979488	Lindsey House (Entrance in Chilton Avenue), South Road, London	W5 4RX
DCPS:1347349785	St. Mary's Centre, Adjacent To St. Mary's Church, St Mary's Place, Aberavon, Port Talbot	SA12 6DZ
DCPS:1494029145	Walwyns Castle Village Hall, Walwyns Castle, Haverfordwest	SA62 3DZ
DCPS:4219104826	Canolfan Cymuned / Community Centre, Capel Pandy Tudur, Pandy Tudur, Llangernyw	LL22 8UL
DCPS:4022588762	Canolfan Gymdeithasol Gwytherin Community Centre, Gwytherin, Llangernyw, Abergele	LL22 8UU
DCPS:2098263769	Canolfan Gymuned Rhyd y Foel Community Centre, Rhyd Y Foel, Betws Yn Rhos, Abergele	LL22 8DY
DCPS:4199315793	CARDINAL NEWMAN SCHOOL, DYNEA ROAD, RHYDFELEN, PONTYPRIDD	CF37 5DP
DCPS:3783343533	Llysfaen Village Hall, Dolwen Road, Llysfaen, Bae Colwyn / Colwyn Bay	LL29 8SS
DCPS:2158814841	Peterston Church & Community Hall, Ffordd yr Eglwys, Peterston-super-Ely	CF5 6LG
DCPS:4258912863	DORMERS WELLS CHILDRENS CENTRE JUNCTION OF LONGRIDGE LANE AND EDISON DRIVE SOUTHALL	
DCPS:2730935269	St Jude`s Primary CE School, Regent Road, Herne Hill, London	SE24 0EL
DCPS:2190611767	The Brentford Children's Centre, North Road, Brentford	TW8 0BJ
DCPS:2929479934	The Dorothy Mortby Centre, 119 Lansdowne Road, Purley, Surrey	
DCPS:4145503007	St Ffraid's Church House, Church Street, Glan Conwy, Bae Colwyn / Colwyn Bay	LL28 5NA
DCPS:3335739384	Millwood Bowling Club, Pontypridd Road, Nant Talwg, Barry	CF62 7LX
DCPS:2716967905	Colwyn Bay Cricket Club, 77 Penrhyn Avenue, Llandrillo yn Rhos / Rhos On Sea, Bae Colwyn / Colwyn Bay	LL28 4LR
DCPS:2436609922	Canolfan Cymunedol Capel Curig Community Centre, Capel Curig, Betws Y Coed	LL24 0EE
DCPS:2523057535	The Centre, Tunstall Road	
DCPS:1642808901	The Institute, Llangwm, Corwen	LL21 0RA
DCPS:3563945912	St Michael`s Church Hall, Wimbledon Park Road, (corner of Granville Road)	
DCPS:4246142332	Eglwys Bresbyteraidd / Presbyterian Church, Maes Gwyn Road, Bae Penrhyn / Penrhyn Bay, Llandudno	LL30 3PP
DCPS:4178720641	Calthorpe Project, Gray's Inn Road	WC1X 8LH
DCPS:1356427666	Park Walk Primary School, Park Walk, London	SW10 0AY
DCPS:2577316757	St Joseph`s Junior School,, Woodend, Upper Norwood,, London	
DCPS:1800831332	Neuadd Eglwys / Church Hall, Eglwys St Paul / St Pauls Church, Mostyn Broadway, Llandudno	LL30 1YT
DCPS:1247726616	The Church in the Park, Berthes Road, Hen Golwen / Old Colwyn, Bae Colwyn / Colwyn Bay	LL29 9SD
DCPS:1234280985	Kitson Hall, Kitson Road, Barnes, London	SW13 9HJ
DCPS:1161770147	Capel Bethel, Melin Y Coed to Carmel, Melin Y Coed, Llanrwst	LL26 0SG
DCPS:1767457453	St John's Church Hall, Northdown Road, Belmont, SM2 6DY, St John's	
DCPS:2462897481	St Michael and All Angels Church, Bishop Ken Road, Harrow	
DCPS:4117584565	Kinmel Bay Evangelical Church, St Asaph Avenue, Bae Kinmel / Kinmel Bay, Rhyl	LL18 5EY
DCPS:2987928892	Llanddulas Youth and Community Centre, Beach Road, Llanddulas, Abergele	LL22 8HB
DCPS:1755012989	Hounslow West Evangelical Church Hall, 22 Vicarage Farm Road, Hounslow	TW3 4NW
DCPS:1833618961	Village Hall, High Street, Horningsea	CB25 9JG
DCPS:1543429805	Canolfan Cymunedol / Community Centre, Town Hall, Village Road, Llanfairfechan	LL33 0AB
DCPS:3372340627	Hen Ysgol Llanrhos / Llanrhos Old School, Conway Road, Llanrhos, Llandudno	LL30 1PY
DCPS:1658440152	All Saints Church Hall, The Avenue, Hampton	TW12 3RS
DCPS:4269553046	Llyfrgell Penmaenmawr Library, Bangor Road, Penmaenmawr	LL34 6DA
DCPS:2262120144	Maen Alaw, Bangor Road, Penmaenmawr	LL34 6LE
DCPS:2763679636	Hebron Church Annex - Station A, Hebron Church, Pill Street, Cogan, Penarth	CF64 2JS
DCPS:3934301890	Neuadd Yr Eglwys Nant Y Glyn Church Hall, Nant Y Glyn Methodist Church, Nant Y Glyn Road, Bae Colwyn / Colwyn Bay	LL29 7ST
DCPS:3808304494	ALAW PRIMARY SCHOOL, EGYPT STREET, TREALAW, TONYPANDY	CF40 2UU
DCPS:1859879109	Llandough & Leckwith Institute, Memorial Hall, Penlan Road, Llandough	CF64 2LT
DCPS:3933269520	Neuadd Y Bentref Trefriw Village Hall, Trefriw	LL27 0JH
DCPS:1450382154	Neuadd Garth Garmon, Capel Garmon, Llanrwst	LL26 0RW
DCPS:2178395416	St. Christophers Church Hall, Pepys Avenue	
DCPS:1313176862	Neuadd Goffa / Memorial Hall, Denbigh Road, Llanfairtalhaiarn, Abergele	LL22 8SE
DCPS:2658952379	Neuadd Goffa Plwyf y Bylchau Memorial Hall, Groes, Llansannan, Denbigh	LL16 5RT
DCPS:4046334805	ANNEXE TO PANTYSCALLOG SCHOOL, PANT, MERTHYR TYDFIL	CF48 2AD
DCPS:3097511594	Neuadd Goffa / Memorial Hall, Ysbyty Ifan, Betws Y Coed	LL24 0NS
DCPS:3095782794	LLWYNYPIA PRIMARY SCHOOL, SCHOOL STREET, LLWYNYPIA, TONYPANDY	CF40 2HL
DCPS:2951428375	The Corner House, Douglas Road Entrance, Surbiton	KT6 7SB
DCPS:2293194419	Royal British Legion, Uxbridge Road, Hillingdon, Middlesex	UB10 0LQ
DCPS:2094015981	Meadows Community Centre, 90 Wise Lane, West Drayton	UB7 7EX
DCPS:1240617370	Neuadd Y Pentref / Village Hall, Llannefydd	LL16 5EA
DCPS:3804564928	Neuadd Y Pentref / Village Hall, Dolwen Road, Betws Yn Rhos	LL22 8AP
DCPS:1116116397	St. George`s Hall, Hamilton Avenue, Tolworth	KT6 7PT
DCPS:1604200940	GLYNTAFF CHURCH HALL, GLYNTAFF ROAD, GLYNTAFF, PONTYPRIDD	CF37 4AS
DCPS:1336746027	Bryn Village Hall, Maesteg Road, Bryn, Port Talbot	SA13 2RY
DCPS:3160215434	Religious Society of Friends Meeting House, Erskine Road, Bae Colwyn / Colwyn Bay	LL29 8EU
DCPS:2838764866	YSTRAD BOYS CLUB, WILLIAM STREET, YSTRAD, RHONDDA	CF41 7QU
DCPS:2353935810	The Pavilion, Broad End, Elsworth	CB23 4JD
DCPS:2468345406	Ploughman Hall, West Fen Road, Willingham	CB24 5LP
DCPS:3957906493	Holy Trinity Ce School, Upper Tulse Hill, London	SW2 2RL
DCPS:4004247498	Shiraz Mirza Community Hall, 76A Coombe Road, Kingston upon Thames	KT2 7AZ
DCPS:1262184990	36 Hallam Street, London	W1W 6NW
DCPS:3717110334	Eric Allin Community Centre, 240 Northumberland Park, London	N17 0QA
DCPS:2101352827	Ysgol Llanddoged, Llanddoged, Llanrwst	LL26 0BJ
DCPS:4070202724	Ysgol Pentrefoelas, Pentrefoelas, Betws Y Coed	LL24 0LE
DCPS:4076183744	St Matthew`s Church Hall, 55 Chelmsford Drive, Upminster	
DCPS:3438259561	Neuadd Y Dref / Town Hall, Rhiw Road, Bae Colwyn / Colwyn Bay	LL29 7TF
DCPS:1577244857	Neuadd Yr Eglwys Fethodistaidd / Methodist Church Hall, St George's Road, Llandrillo yn Rhos / Rhos On Sea, Bae Colwyn / Colwyn Bay	LL28 4HF
DCPS:2003595215	Scout Hall, Groes Lwyd, Abergele	LL22 7SZ
DCPS:1683172567	Neuadd Goffa / Memorial Hall, Betws Y Coed	LL24 0BB
DCPS:2076711302	Primrose Hill Community Centre, Hopkinson's Place	NW1 8TN
DCPS:2914990111	Hague Primary School, Wilmot Street, London	E2 0BP
DCPS:3896509482	Caravan, Whitehall Gardens, Duxford	CB22 4QL
DCPS:2418110925	Argyle Primary School Annex, Tonbridge Street	WC1H 9EG
DCPS:2813060544	Stillness Junior School, Brockley Rise	SE23 1NH
DCPS:2124302415	Trinity Church Hall, Faversham Road	SE6 4XE
DCPS:3906358434	Raynes Park Sports Ground, Taunton Avenue, London	
DCPS:2895241240	St. Laurence Centre, 37 Bromley Road	SE6 2TS
DCPS:2960590789	St Paul`s Church and Spring, Community Centre, St Paul`s, Road, Thornton Heath	
DCPS:1992367129	Hawkes Mill Lane Sports and Social Club, Hawkes Mill Lane, Allesley, Coventry	CV5 9FN
DCPS:1174507194	John Harvard Library Hall, 211 Borough High Street, London	SE1 1JA
DCPS:2256984008	WOODBRIDGE HIGH SCHOOL, ST BARNABAS ROAD, WOODFORD GREEN	IG8 7DQ
DCPS:1155613929	Hermitage Primary School, Vaughan Way, London	E1W 2PT
DCPS:1911928047	Malden Manor Children's Centre, Lawrence Avenue, New Malden	KT3 5NB
DCPS:3985254696	Suttons Primary School, Suttons Lane, Hornchurch	
DCPS:2452860383	Crossfield Day Centre, Fairhazel Gardens	NW6 3SG
DCPS:1832828522	Coles Park, White Hart Lane	N17 7JP
DCPS:1123859506	Jubilee Hall, Smithies Avenue, Sully	CF64 5SS
DCPS:3744856572	Woolmore Primary School, Woolmore Street, London	E14 0EW
DCPS:2188873999	Keresley Grange Primary School, Waste Lane, Coventry	CV6 2EH
DCPS:2505064583	Coventry Saracens R.F.C., Bredon Avenue, Coventry	CV3 2FD
DCPS:1103737524	Glynneath Town Hall, Heathfield Avenue, Glynneath, Neath	SA11 5AB
DCPS:1058273884	South Ruislip Christian Fellowship, Deane Avenue, Ruislip, Middlesex	HA4 6SR
DCPS:1403227557	Hagard Youth and Community Centre, Remembrance Road, Willenhall, Coventry	CV3 3DG
DCPS:1640010887	Middle Ride Community Centre, Middle Ride, Coventry	CV3 3GN
DCPS:3438457548	Ernesford Grange Primary School, Foxton Road, Coventry	CV3 2HN
DCPS:2393136115	Thornhill Primary School, Thornhill Road, London	N1 1HX
DCPS:2364965203	Nelmes Primary School, Wingletye Lane, Hornchurch	
DCPS:1530969104	Regina Coeli R C Primary School,, 173 Pampisford Road, South, Croydon, Surrey	
DCPS:4281409725	Kensington Temple, Kensington Park Road, Notting Hill Gate, London	W11 3BY
DCPS:3149514299	YGG Tyle'r Ynn, Llansawel Crescent, Briton Ferry, Neath	SA11 2UN
DCPS:1639967075	The Parish Centre Enborne Newbury	RG20 0HD
DCPS:1143559841	Manor Park Primary School, Ulverscroft Road, Coventry	CV3 5EZ
DCPS:2358241333	Eastside Youth Centre, 6 Parnell Road, Bow, London	E3 2RB
DCPS:2527891550	ST ANDREW'S CHURCH, CHURCH STREET, TONYPANDY	
DCPS:2265068495	Resource Centre for the Blind, 33 Earlsdon Avenue South, Coventry	CV5 6TH
DCPS:3927020719	NORTHOLT BAPTIST CHURCH TITHE BARN WAY NORTHOLT	
DCPS:3705652496	St. Barbara`s Church, Rochester Road, Coventry	CV5 6AG
DCPS:4168356398	St. James Church Hall, Styvechale, Knoll Drive, Coventry	CV3 5BT
DCPS:1940749029	Portacabin, Corner of Sir Henry Parkes Road and, Canley Road, Coventry	CV5 6BX
DCPS:1540246036	St. Thomas More Roman Catholic Church, Watercall Avenue, Coventry	CV3 5DE
DCPS:3967023165	Stivichall Primary School, Green Lane, Coventry	CV3 6PY
DCPS:1496923266	Standard Triumph Recreation Club, Tile Hill Lane, Coventry	CV4 9DG
DCPS:3429347601	Spiritual Warrior Martial Arts Centre, 518-520 Foleshill Road, Foleshill, Coventry	CV6 5HP
DCPS:1893843332	Avondale Park Primary School, Sirdar Road, London	W11 4EE
DCPS:4247245184	All Saints Benhilton C of E Primary School (Nursery Entrance), All Saints Road, Sutton, SM1 3DA, All Saints	
DCPS:1918792758	Oak Farm School Nursery Unit, Windsor Avenue, Hillingdon, Middlesex	UB10 9PD
DCPS:2843228476	SEVEN KINGS METHODIST CHURCH, BALMORAL GARDENS, Seven Kings, ILFORD	IG3 8DH
DCPS:2473703034	HOREB CLOSE COMMUNITY HALL, PENYDARREN, MERTHYR TYDFIL	CF47 9LL
DCPS:3001845415	Beulah Chapel Vestry, Beulah Road, Lower Cwmtwrch	SA9 2TD
DCPS:1952741166	St. Mary`s Church Parish Centre, Hall Lane, Coventry	CV2 2AW
DCPS:2224937875	St. Peter and Paul R.C. Primary School, Arkle Drive, Off Woodway Lane, Coventry	CV2 2EF
DCPS:1638115639	Brookside Community Centre, Priory Lane, London	
DCPS:3916679917	Moat House Leisure & Neighbourhood Centre, Deedmore Road, The Creche, Coventry	CV2 1EA
DCPS:1340104217	Surrey Square Mission, 16 Surrey Square, London	SE17 2JU
DCPS:3578903957	Amott Road Baptist Church, Amott Road	SE15 4HU
DCPS:1887240549	Henley Green Community Centre, Wyken Croft, Coventry	CV2 1HQ
DCPS:4255487647	Holy Family Roman Catholic Church Hall, Penny Park Lane, Coventry	CV6 2GU
DCPS:3241768975	Jenner Park School - Station B, Hannah Street, Barry	CF63 1DG
DCPS:1196193831	Portacabin, St Lukes Road, (Hen Lane End), Coventry	CV6 4LB
DCPS:1778757806	Gunnersbury Triangle Sports & Social Club, Triangle Way, rear of Princes Avenue, Acton	W3 8LN
DCPS:2886165374	William Morris Community Centre, 6-8 Greenleaf Road, London	E17 6QQ
DCPS:1812122491	Nursery Building, Parkgate Primary School, Parkgate Road, Coventry	CV6 4GF
DCPS:2436690477	The Cruising Association, CA House, 1 Northey Street, London	E14 8BT
DCPS:3907423932	Holton Road Primary School, Pyke Street, Barry	CF63 4TF
DCPS:1411592516	Portacabin, Car Park, The Craftsman, Beake Avenue, Coventry	CV6 2HQ
DCPS:4208747561	Portacabin, Halford Lodge, Cottage Farm Road, Coventry	CV6 2NZ
DCPS:2185139891	Moorlands Community Centre, Townhill Way	
DCPS:3319010153	Grangehurst Primary School, Anderton Road, Coventry	CV6 6JN
DCPS:2956589791	St. Laurence`s Church Hall, Old Church Road, Coventry	CV6 7ED
DCPS:4040172588	St. Thomas` Church, Parish Hall, Hurst Road, Coventry	CV6 6EG
DCPS:1664106311	Alderman`s Green Free Methodist Church, Alderman`s Green Road, Coventry	CV2 1PQ
DCPS:1412414205	Bell Green Community Centre, Old Church Road, Coventry	CV6 7BZ
DCPS:1966494413	NORTH PRIMARY SCHOOL MEADOW ROAD SOUTHALL UB1 2JE (ENTRANCE: SCHOOL PASSAGE)	
DCPS:4056645576	Portacabin, Corner of Armfield Street And, Proffitt Avenue, Coventry	CV6 7GA
DCPS:3808617552	BOYS CLUB,  QUEEN STREET, QUEEN STREET, TREFOREST, PONTYPRIDD	CF37 1RN
DCPS:1471968592	Colwinston Village Hall, Colwinston	CF71 7NP
DCPS:2703832108	Courthouse Green Primary School, Sewall Highway, Coventry	CV6 7JJ
DCPS:2743182322	Ickenham Village Hall, Swakeleys Road, Ickenham, Middlesex	UB10 8DG
DCPS:1254104217	St Luke`s Church Hall, 201 Front Lane, Upminster	
DCPS:2004178749	Sacred Heart Church, Harefield Road, Coventry	CV2 4BT
DCPS:4027334328	Tenby Community Learning Centre, No 2 Station, Tenby	
DCPS:3349198510	Life Building (Old Aldermoor Farm School), Round House Road, Coventry	CV3 1DP
DCPS:2406538625	Coventry Sea Cadets, 74 Crescent Avenue, Coventry	CV3 1HE
DCPS:1082096918	Scout Headquarters, Bromleigh Drive, Coventry	CV2 5LX
DCPS:3432570720	Middlesex New Synagogue, 39 Bessborough Road, Harrow	
DCPS:3818905090	Ravensdale Primary School, Ravensdale Road, Coventry	CV2 5GQ
DCPS:2048875164	St. Martin's Church, Camborne Road, Morden	
DCPS:2259775794	St. Georges Church Hall, Banks Road, Coventry	CV6 1JT
DCPS:3113204370	Hill Farm Primary School, Foster Road, Coventry	CV6 3BL
DCPS:1003913020	HERMON HILL METHODIST CHURCH, HERMON HILL, LONDON	E11 2AR
DCPS:2590260665	Streatham Vale Baptist Hall, Leonard Road, London	
DCPS:2561683648	MOBILE POLLING STATION @ THE HOLLIES, QUAKERS YARD, TREHARRIS	CF46 5HQ
