test	text	postcode
DCPS:1014448994	The Moore Hall, St Andrews Methodist Church Huddersfield Road Halifax	
DCPS:2011592982	Mulberry Primary School, Parkhurst Road, London	N17 9RB
DCPS:3495691785	Victoria Park Community Association, Church Road, Cadoxton, Barry	CF63 1JY
DCPS:3070839501	Hayscastle Community Centre, Hayscastle, Haverfordwest	SA62 5HR
DCPS:1504351869	St Judes Church Hall, Free School Lane Halifax	
DCPS:1532130557	ANNEXE TO BRYNGLAS VILLA, PERTHYGLEISION, ABERFAN, MERTHYR TYDFIL	CF48 4NZ
DCPS:1087450834	St Pauls Church Parish Room, Queens Road, Halifax	
DCPS:3187121991	Halifax Holy Trinity CE  Primary School, Savile Park Road, Halifax	HX1 2ES
DCPS:3443744627	Calderdale College, Access via Parkinson Lane, Halifax	HX1 3UZ
DCPS:1542521495	St Gregory`s Church Hall, 306 Garratt Lane, (adjacent to Henry Prince Estate)	
DCPS:1245973135	The Wow Factory, Moorside Community Primary School, Keighley Road, Halifax	HX2 8AP
DCPS:3973718127	Broad Haven Village Hall, Marine Road, Broad Haven, Haverfordwest	SA62 3JS
DCPS:2917811728	Kingsnympton Youth & Community Centre, Kingston Hill, Kingston upon Thames	KT2 7RE
DCPS:4195490322	St Anne`s Church Hall, Thorburn Square	SE1 5QH
DCPS:2297094799	Jenner Park School - Station A, Hannah Street, Barry	CF63 1DG
DCPS:3425620504	GRAIG COMMUNITY CENTRE, RICKARDS STREET, GRAIG, PONTYPRIDD	CF37 1RD
DCPS:3239265913	Nutfield Nursery, Nutfield Court, off Lower Brownhill Road	
DCPS:1621368591	Boothtown Methodist Church Hall, Boothtown, Halifax	HX3 6LR
DCPS:1207384331	NORTHOLT GOLF CLUB HUXLEY CLOSE NORTHOLT	UB5 5UL
DCPS:1241908504	Tompion Hall Community Centre, 40 Percival Street, London	EC1V 0HX
DCPS:2295654701	Christ Church, Redford Way, Belmont Road, Uxbridge, Middlesex	UB8 1SZ
DCPS:3681136739	St Ursula`s Infant School, Straight Road, Romford	
DCPS:1158751925	Dulwich College Old Library, Dulwich Common	SE21 7LD
DCPS:4161051417	Boyle House, 1 Gallon Close	SE7 8SY
DCPS:2643896200	Bethel Methodist Church, Carr House Road, Shelf	
DCPS:1064067628	Triangle CE Primary School, Butterworth Lane, Triangle, Sowerby Bridge	HX6 3NJ
DCPS:2282443453	St Peter's Community Centre, St Peters Avenue, Sowerby, Sowerby Bridge	HX6 1HB
DCPS:4040314067	Sacred Heart Catholic Primary School, St Peter's Avenue, Sowerby	HX6 3BL
DCPS:2489431390	St Pauls Methodist Church, Tower Hill, Sowerby Bridge	HX6 3EQ
DCPS:3092247216	Tuel Lane Infant School, Clay Street, Sowerby Bridge	HX6 2ND
DCPS:2978426685	Sacred Heart and St Patrick's Parish Hall, Bolton Brow, Sowerby Bridge	HX6 2BA
DCPS:1571906526	New Life Centre, 8-10 Lennox Road, London	N4 3NW
DCPS:1543223889	22nd Southampton City Scout Group, Whitehouse Gardens	SO15 0SB
DCPS:3775056839	Tulse Hill Methodist Church, 138 Christchurch Road, Tulse Hill, London	SW2 3DQ
DCPS:2055642118	St Mary the Virgin Church, Paget Lane, Isleworth	TW7 6ED
DCPS:3914789729	Hearsall Community Primary School, Kingston Road, Coventry	CV5 6LR
DCPS:1775095739	Bewick Bridge Community Primary School, Fulbourn Old Drift, Cherry Hinto	
DCPS:3216372363	Whoberley Youth Centre, Wildcroft Road, Coventry	CV5 8AJ
DCPS:2054401424	St Christopher's Church, Winsford Avenue, Allesley Park, Coventry	CV5 9HF
DCPS:1294769203	Hearsall Baptist Church Hall, Queensland Avenue, Coventry	CV5 8FE
DCPS:1367054847	St. Oswald`s Church Hall, Jardine Crescent, Coventry	CV4 9PL
DCPS:1421885618	St Patrick’s Church Hall, 47 Park Hill Road, Wallington, SM6 0RU, St Patrick’s	
DCPS:2270517354	Woodland Academy, Broad Lane, Coventry	CV5 7FF
DCPS:1126301386	OAP HALL (TYNEWYDD), GWENDOLINE STREET, TYNEWYDD, TREHERBERT	CF42 5LW
DCPS:1083201742	Glenbrook Inn, Dobbins Road, Barry	CF63 2NP
DCPS:2215099631	Communal Hall Hutton Close Newbury, Communal Hall Hutton Close Newbury	
DCPS:1796268625	St Barnabas & St Philip`s Primary School, 58 Earls Court Road, London	W8 6EJ
DCPS:3898540223	Holy Cross Church Hall, St Austell Road, Coventry	CV2 5AE
DCPS:2589227744	Wyken Parish Hall, Wyken Croft, Coventry	CV2 3AA
DCPS:1473093389	Clifford Bridge Primary School, Community Association Room, Coombe Park Road, Coventry	CV3 2PD
DCPS:3251064108	Beverley Hall, Grant Road,, Croydon	
DCPS:3943431627	Ysgol Frongoch, Ffordd Y Rhyl/Rhyl Road, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 3DP
DCPS:3374074826	St Thomas Primary School, Appleford Road, London	W10 5EF
DCPS:2333439767	Ystafelloedd Cocoa/Cocoa Rooms, Llandyrnog, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 4HG
DCPS:3724522007	Neuadd Owen, Cefn Meiriadog, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	LL17 0EY
DCPS:3458704637	TEMPORARY POLLING PLACE MELROSE AVENUE GREENFORD	
DCPS:1144244672	Ysgol Bodfari/Bodfari School, Bodfari, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 4DA
DCPS:3795308429	Yr Hen Ysgol/The Old School, Tremeirchion, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	LL17 0UN
DCPS:3532199784	PORTH UNITED REFORMED CHURCH, PONTYPRIDD ROAD, PORTH	CF39 9PF
DCPS:1674723152	Yr Hen Ysgol/The Old School, Cwm, Rhyl, Sir Ddinbych/Denbighshire	LL18 5SG
DCPS:3553218547	GILBERT COLVIN PRIMARY SCHOOL, STRAFFORD AVENUE, CLAYHALL, ILFORD	IG5 0TL
DCPS:2463623239	Llyfrgell Llanelwy/St Asaph Library, Y Ro/The Roe, Llanelwy/St Asaph, Sir Ddinbych/Denbighshire	LL17 0LU
DCPS:1359421679	Canolfan Cymuned/Community Centre, Lon Ty Fry/Ty Fry Lane, Bodelwyddan, Sir Ddinbych/Denbighshire	LL18 5TE
DCPS:1353855800	Canolfan Cymuned Tref Rhuddlan, Rhuddlan Town Community Centre, Stryd y Senedd/Parliament Street, Rhuddlan, Rhyl, Sir Ddinbych/Denbighshire	LL18 5AW
DCPS:1138601428	Neuadd Paterson/Paterson Hall, Stryd Fawr/High Street, Dyserth, Sir Ddinbych/Denbighshire	LL18 6AA
DCPS:2745864294	Eglwys Calfari/Calvary Church, 200 Ffordd Victoria/Victoria Road, Prestatyn, Sir Ddinbych/Denbighshire	LL19 7TL
DCPS:1928419069	Canolfan Cymuned Jiwbili/Jubilee Community Centre, 45 Rhodfa Morglawdd, 45 Seabank Drive, Prestatyn, Sir Ddinbych/Denbighshire	LL19 7PP
DCPS:1580433346	Eglwys Efengylaidd Deva/Deva Evangelical Church, Ffordd Pantycelyn, Prestatyn, Sir Ddinbych/Denbighshire	LL19 8YE
DCPS:3177748148	Gibbonsdown Community Centre - Station A, Ramsey Road, Barry	CF62 9DF
DCPS:2005396543	Canolfan Hamdden Prestatyn Leisure Centre, Rhodfa Tywysog/Princes Avenue, Prestatyn, Sir Ddinbych/Denbighshire	LL19 8RS
DCPS:1572720696	Canolfan Cymuned Ty Caradog, Caradog House Community Centre, Ffordd Caradog / Caradog Road, Prestatyn, Sir Ddinbych/Denbighshire	LL19 7PF
DCPS:2544799535	Neuadd Eglwys y Plwyf/Parish Church Hall, Stryd Fawr / High Street, Prestatyn, Sir Ddinbych/Denbighshire	LL19 9AF
DCPS:2042356065	Canolfan Cymuned/Community Centre, Ffordd Talargoch, Gallt Melyd/Meliden, Prestatyn, Sir Ddinbych/Denbighshire	LL19 8LA
DCPS:4072894571	St James Hall, Sherriff Road	NW6 2AP
DCPS:3938430198	CWMLAI PRIMARY SCHOOL, PENYGARREG ROAD, TONYREFAIL	CF39 8AS
DCPS:3044469160	Village Hall, Haverhill Road, Horseheath	CB21 4QR
DCPS:2686623962	Kentish Town Health Centre, Bartholomew Road	NW5 2BX
DCPS:2597342569	Canolfan Cymuned Ffordd Las Community Centre, 20 Ffordd Las, Rhyl, Sir Ddinbych/Denbighshire	LL18 2HH
DCPS:1033932778	Eglwys Ddiwygiedig Unedig/United Reformed Church, Ffordd Tynewydd/Tynewydd Road, Rhyl, Sir Ddinbych/Denbighshire	LL18 3ST
DCPS:2005250219	Rosemarket Village Hall, Middle Street, Rosemarket, Milford Haven	
DCPS:1095346444	Ystafell Y Foryd / Foryd Room, Canolfan Wellington/Wellington Centre, Wellington Road, Rhyl, Sir Ddinbych/Denbighshire	LL18 1LE
DCPS:1612950843	Neuadd Tref Y Rhyl / Rhyl Town Hall, Ffordd Wellington / Wellington Road, Rhyl, Sir Ddinbych/Denbighshire	LL18 1AB
DCPS:2467684453	Rydevale Day Nursery, 33 Little Dimmocks, Ryde Vale Road	
DCPS:2610634146	Glebe Primary School, Glebe Avenue, Kenton	
DCPS:2948161432	The Wimbledon Park Rifle Club, Granville Road, London	
DCPS:2634027089	St Mary`s Rc Primary School, Crescent Lane, Clapham, London	SW4 9QJ
DCPS:1278261464	RHONDDA SEA CADETS HALL, LLWYNYPIA ROAD, LLWYNYPIA, TONYPANDY	CF40 2JQ
DCPS:1799700978	Canolfan Cae Cymro, Clawddnewydd, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	LL15 2ND
DCPS:1686917557	Garden Room - Wolfscastle Country Hotel, Wolfscastle, Haverfordwest	SA62 5LZ
DCPS:3994257625	Neuadd y Pentre/Village Hall, Pwllglas, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	LL15 2PB
DCPS:3251866979	"School Dining Hall, Oak Hill Academy West London, Access & car parking via car park, Rear of ""Once Upon a Time Day Nursery"", Ashford Road, Feltham"	TW13 4QP
DCPS:1400747273	Ty`r Eglwys/Church House, Nantglyn, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 5PL
DCPS:1551123417	Canolfan Cymuned/Community Centre, Llanbedr Dyffryn Clwyd, Rhuthun/Ruthin, Sir Ddinbych/Denbighshire	LL15 1UP
DCPS:3694239707	Abbotsbury Primary School, Abbotsbury Road, Morden	
DCPS:3678864130	Canolfan Dewi Sant/Saint Davids Centre, Eryrys, Yr Wyddgrug/Mold, Sir Ddinbych/Denbighshire	CH7 4BX
DCPS:1589165160	Operatic Society Headquarters, Library Lane, Off Commercial Road, (Rear Of Taibach Library)	SA13 1LN
DCPS:3242604715	Canolfan Cymuned/Community Centre, Llanferres, Yr Wyddrgug/Mold, Sir Ddinbych/Denbighshire	CH7 5SP
DCPS:1129483061	The Vagabonds Clubhouse, Holwell Place, Pinner	
DCPS:3291359476	COPLEY CLOSE COMMUNITY HALL 189 COPLEY CLOSE LONDON W7	
DCPS:2482411881	Park Place Villas, (access is by both the Park Place Villas, and Crompton Street), London	W2 1SP
DCPS:1645030246	Canolfan Cymuned/Community Centre, Melin y Wig, Corwen, Sir Ddinbych/Denbighshire	LL21 9RE
DCPS:2357258739	Caban Y Plwyf, Ysgol Pant Pastynog, Prion, Dinbych/Denbigh, Sir Ddinbych/Denbighshire	LL16 4SG
DCPS:3477919465	Neuadd Goffa/Memorial Hall, Llandegla, Wrecsam/Wrexham, Sir Ddinbych/Denbighshire	LL11 3AW
DCPS:4267164642	Ystafell y Plwyf/Parish Room, Bryneglwys, Corwen, Sir Ddinbych/Denbighshire	LL21 9LP
DCPS:1026544150	Canolfan Cymuned/Community Centre, Gwyddelwern, Corwen, Sir Ddinbych/Denbighshire	LL21 9DH
DCPS:1281054245	Hillwood Primary School, 66 Station Road, Ratho	EH28 8PT
DCPS:3029995286	The Leonard Room St Oswalds Church Abbey Park Burghfield Common Reading	RG7 3HQ
DCPS:3761755537	Kirkliston Community Centre, 16-18 Queensferry Road, Kirkliston	EH29 9AQ
DCPS:3739001208	Cramond Primary School, 4 Cramond Crescent	EH4 6PG
DCPS:2058266940	Broadford Primary School, Faringdon Avenue, Romford	
DCPS:3995823749	Echline Primary School, Bo'ness Road, South Queensferry	EH30 9XJ
DCPS:4127233446	Holy Cross Episcopal Church Hall, East Barnton Gardens	EH4 6AR
DCPS:2061265224	GWAUNMEISGYN JUNIOR SCHOOL, WOODLAND ROAD, TYNANT, PONTYPRIDD	CF38 2SE
DCPS:1756341603	PERTHCELYN COMMUNITY CENTRE, GLAMORGAN STREET, PERTHCELYN, MOUNTAIN ASH	CF45 3RJ
DCPS:1381737343	ST MAIRS DAY CENTRE, SEYMOUR STREET, ABERDARE	CF44 7BD
DCPS:3571586393	Lothian Chambers, 59-63 George IV Bridge	EH1 1RN
DCPS:1673465795	Tollcross Community Centre, 117 Fountainbridge	EH3 9QG
DCPS:2549374557	Loraine Estate Community Centre, Loraine Estate, London, N7	
DCPS:3684185533	The Roxburghe, 33-34 Charlotte Square	EH2 4HQ
DCPS:1998865939	Apex Haymarket Hotel, 90 Haymarket Terrace (enter via Magdala Crescent)	EH12 5LQ
DCPS:1466667592	Landsowne Green Community Hall, 283-291 Wandsworth Road, Stockwell, London	SW8 2ND
DCPS:4264988285	Hornsey School For Girls, Inderwick Road, London	N8 9JF
DCPS:3886246214	Bede Anandappa Centre, Binyon Crescent, Stanmore	
DCPS:3991868964	Pentland Primary School, 4 Oxgangs Green	EH13 0BD
DCPS:3858434223	Portacabin, Car Park, Bron-y-Mor, The Knap	
DCPS:2613115641	East Croydon U R Church Hall, Addiscombe Grove, Croydon	
DCPS:2610654083	Pentland Community Centre, 21 Oxgangs Brae	EH13 9LS
DCPS:1994301147	St Cuthbert's Episcopal Church Hall, 6 Westgarth Avenue	EH14 0BD
DCPS:3183406433	Streatham Tate Library, 63 Streatham High Road, London	SW16 1PN
DCPS:1903992235	Training and Resource Centre, Alma Road, London	
DCPS:4242803775	10th Craigalmond Scout Hall, 31 Corstorphine High Street	EH12 7AZ
DCPS:2784992727	St John Ambulance Hall, 66 Queens Road, LONDON	E11 1BB
DCPS:1446163269	Roseburn Primary School, 64 Roseburn Street	EH12 5PL
DCPS:2100111717	Murrayfield Parish Church Centre, 2B Ormidale Terrace	EH12 6EQ
DCPS:1238700202	The Clocktower, The Lobby Area, Central Library, Katharine Street	
DCPS:3544567237	Corstorphine St Ninian's Church Hall, St Ninian's Road	EH12 8AL
DCPS:1511116830	The Chapel Compton Road East Ilsley Newbury	RG20 7LH
DCPS:3548950758	Scargill Infants School, Mungo Park Road, Rainham	
DCPS:1307977494	Anglesea Arms, 15 Selwood Terrace, South Kensington, London	SW7 3QG
DCPS:1045033447	Craigentinny St Christopher's Church Hall, 77-79 Craigentinny Road	EH7 6QL
DCPS:3193793608	Craigentinny Community Centre, 9 Loaning Road	EH7 6JE
DCPS:2950601124	St Mary`s CE Primary School, Church Lane, London	N8 7BU
DCPS:2032960639	Northfield/Willowbrae Community Centre, 10 Northfield Road	EH8 7PP
DCPS:2839861786	Parson's Green Nursery School, 60 Meadowfield Drive	EH8 7LU
DCPS:1168128419	New Restalrig Parish Church Hall, 1a Willowbrae Road	EH8 7DB
DCPS:1524365070	TON INFANTS SCHOOL, SCHOOL STREET, TON PENTRE, PENTRE	CF41 7LS
DCPS:4062614135	Munro Community Centre, 6 Parkgrove Street	EH4 7NT
DCPS:1375012973	Lothian Valuation Joint Board Office, 17A South Gyle Crescent	EH12 9FL
DCPS:3381084780	St Lukes Church Lower Hall, Knight`s Hill, West Norwood, London	SE27 0HS
DCPS:2161930333	St. Vincent De Paul RC Church, Coxford Road	
DCPS:3382902174	Fox Covert Primary School, 12a Clerwood Crescent	EH12 8PG
DCPS:3920520778	Moylegrove Old School Hall, Moylegrove	SA43 3BW
DCPS:3246263025	St Josephs Primary School, Cadogan Street, London	SW3 2QT
DCPS:3851300074	St Ann`s CE Primary School, Avenue Road, London	N15 5JG
DCPS:1424319097	Muirhouse Millenium Centre, 7 Muirhouse Medway	EH4 4RW
DCPS:3920629606	Dimson Lodge, (formerly known as Dimson Hall), 141 Battersea Church Road	
DCPS:2780890708	Holy Trinity Church Hall, Stapleton Hall Road, London	N4 4RH
DCPS:1475719406	CHURCHFIELDS JUNIOR SCHOOL, CHURCHFIELDS, South Woodford, LONDON	E18 2RB
DCPS:2631492111	Inverleith St Serf's Church, 280 Ferry Road	EH5 3NP
DCPS:3019492591	Newhaven Church Hall, 7 Craighall Road	EH6 4ND
DCPS:4085078929	Royston Wardieburn Community Centre, 11 Pilton Drive North	EH5 1NF
DCPS:3267326602	Granton Primary School, New Annex, 59 Boswall Parkway (Enter via Wardieburn Street West)	EH5 2DA
DCPS:2242089732	Wardie Residents Club, 125 Granton Road	EH5 3NJ
DCPS:2175535387	WELSH PRESBYTERIAN CHURCH HALL EALING GREEN	W5 5EN
DCPS:1060068040	TEMPORARY POLLING PLACE BYRON WAY NORTHOLT	
DCPS:3112032971	CHRIST THE REDEEMER CHURCH HALL ALLENBY ROAD SOUTHALL	
DCPS:4282989541	Boroughmuir Rugby & Community Sports Club, 2 Meggetland Wynd	EH14 1XN
DCPS:2904110947	Polwarth Parish Church, 36 Polwarth Terrace	EH11 1LU
DCPS:3684079560	Cotswold Sports Centre Downs Way Tilehurst Reading	RG31 6SL
DCPS:3606177097	Tollcross Primary School, 117 Fountainbridge	EH3 9QG
DCPS:4261386452	Islington Assembly Hall, Islington Assembly Hall, Upper Street, London	N1 2UD
DCPS:2787057740	Drylaw Neighbourhood Centre, 67 Groathill Road North	EH4 2SA
DCPS:1448308099	The Mawney Foundation School, Mawney Road, Romford	
DCPS:3471280237	RHYDYFELIN COMMUNITY CENTRE, DUFFRYN ROAD, RHYDYFELIN, PONTYPRIDD	CF37 5RW
DCPS:4246492391	St Stephen's Comely Bank Church, 10 Comely Bank Road	EH4 1DW
DCPS:3321309698	St. Mary's Church Hall, Church Path, London	
DCPS:4127387901	Blackhall Library, 56 Hillhouse Road	EH4 5EG
DCPS:3947856167	Bellevue Chapel, Rodney Street	EH7 4EL
DCPS:3995388312	Ramsay Hall, Maple Street	W1T 5HB
DCPS:3790639065	St James' Episcopal Church Hall, 57b Inverleith Row	EH3 5PX
DCPS:2179011843	St Anne`s Church Hall, St Ann`s Crescent, opposite Rosehill Road	
DCPS:3427968381	North Leith Parish Church Hall, 55 Madiera Street	EH6 4AU
DCPS:2620147336	Victoria Primary School, 4-6 Newhaven Main Street	EH6 4HY
DCPS:1803434384	St Mary's (Leith) RC Primary School, 30 Links Gardens	EH6 7JG
DCPS:3024968297	Bitterne Park School Sports Hall, Dimond Road	
DCPS:2518459830	Hermitage Park Primary School, 9 Hermitage Park	EH6 8HD
DCPS:2585366916	Restalrig Lochend Community Hub, 198 Restalrig Road South	EH7 6DZ
DCPS:1025980504	Ham Christian Centre, Lock Road, Ham, Richmond	TW10 7LN
DCPS:2820486657	Ebeneezer United Free Church Hall, 31 Bangor Road	EH6 5JX
DCPS:1029620705	Royal Navy & Royal Marine Assoc. & Club, Heriothill House,1 Broughton Road	EH7 4EW
DCPS:2105283102	Broughton Nursery, McDonald Road	EH7 4NW
DCPS:2086754191	Pilrig St Paul's Church Hall, 1b Pilrig Street	EH5 5AH
DCPS:2972942665	Donnington Village Hall Love Lane Donnington Newbury	RG14 2JX
DCPS:2188763905	The Roundhouse, Corner of Cardinal Bourne St & Great Dover Street	SE1 4EH
DCPS:3327111481	Chaddleworth Village Hall Chaddleworth Newbury	RG20 7DY
DCPS:1654633588	Hornsey Vale Community Centre, 60 Mayfield Road, London	N8 9LP
DCPS:3623845687	St. David's Methodist Church, Winston Road, Colcot, Barry	CF62 9SU
DCPS:3372962638	Abbey Wood Community Centre, Penmon Road	SE2 9PH
DCPS:2831031515	Lighthouse Baptist Church Hall, Brock Place Entrance, London	E3 3QX
DCPS:1542564822	Liberton Northfield Church Hall, 280a Gilmerton Road	EH16 5UR
DCPS:1271886907	Crowland Primary School, Early Years Department, Crowland Road, London	N15 6UX
DCPS:3758151758	Fernhead Road, London	W9 3EA
DCPS:3548388499	Waterside Centre, 26 Avenue, Road, South Norwood, London	
DCPS:2821548593	Valley Park Community Centre, 37 Southhouse Road	EH17 8EU
DCPS:3830008466	BLAENGWAWR PRIMARY SCHOOL, GWAWR STREET, ABERAMAN, ABERDARE	CF44 6YP
DCPS:1853616724	Bourn Village Hall, 3 Short Street, Bourn	CB23 2SG
DCPS:3602529071	South Morningside Primary School, 118 Comiston Road	EH10 5QN
DCPS:2602445789	Church Hill Theatre - Studio, 33 Morningside Road	EH10 4DR
DCPS:3290760329	Church of Jesus Christ of LDS, 30a Colinton Road (enter via Spylaw Road)	EH10 5DG
DCPS:3268787295	Morningside Parish Church Halls, 5 Braid Road	EH10 6AD
DCPS:1177584137	Village Hall, 2 Station Road, Shepreth	SG8 6PZ
DCPS:3246489365	Novotel Edinburgh Centre, 80 Lauriston Place	EH3 9DE
DCPS:2607581617	Barclay Viewforth Church, 1 Wright's Houses	EH10 4HR
DCPS:4163998666	Ratho Community Centre, 1 School Wynd, Ratho	EH28 8TT
DCPS:3097852235	Swaythling Primary School, Mayfield Road	
DCPS:4235460537	Gibson Craig Halls, 156 Lanark Road West	EH14 5NY
DCPS:2681782037	Currie Youth Club, 280 Lanark Road West	EH14 5RU
DCPS:2495659603	NORTH HANWELL BAPTIST CHUR CUCKOO AVENUE W7	
DCPS:2464318439	Maitland Park Gymnasium, Maitland Park Villas	NW3 2EH
DCPS:2476119389	St John`s Upper Holloway Schl, Pemberton Gardens, London	N19 5RR
DCPS:1151137503	Langtons Junior Academy, Westland Avenue, Hornchurch	
DCPS:3385627520	Portobello Town Hall, 147 Portobello High Street	EH15 1AF
DCPS:1886437435	AGE CONCERN CENTRE 61 HOTSPUR ROAD NORTHOLT	
DCPS:2925776454	All Saint`s Church, Prince of Wales Drive, London	
DCPS:4066925103	Brunstane Primary School, 106 Magdalene Drive	EH15 3BE
DCPS:2508451618	East Neighbourhood Centre, 101 Niddrie Mains Road	EH16 4DS
DCPS:3261333358	Bingham Community Centre, 31 Bingham Avenue	EH15 3HZ
DCPS:1075921406	Hays Community Business Centre, 4 Hay Avenue	EH16 4AQ
DCPS:1851591479	Campsbourne Junior School, Nightingale Lane, London	N8 7AF
DCPS:1496663258	Bishop Andrewes’ Church Hall, Wigmore Road, Carshalton, SM5 1RG, Bishop Andrewes’	
DCPS:2011456627	Sighthill Primary School, 1 Calder Park	EH11 4NF
DCPS:2160362002	Gate 55, 55 Sighthill Road	EH11 4PB
DCPS:3325927996	BOWLING PAVILION BLAENRHONDDA, OFF BROOK STREET, BLAENRHONDDA, TREHERBERT	CF42 5SY
DCPS:1357760096	Stenhouse Primary School, 4 Saughton Mains Street	EH11 3HH
DCPS:3220203580	Old Town Youth Club, Charles, Major Centre, Duppas Hill, Terrace, Croydon	
DCPS:1528307620	New End Primary School, Streatley Place	NW3 1HU
DCPS:3921231971	Pakeman School, Pakeman Street, London	N7 6DU
DCPS:1261069429	NORTHOLT GRANGE COMMUNITY CENTRE RUSHDENE CRESCENT NORTHOLT	
DCPS:3349755301	Hilton Hotel Olympia, 380 High Street Kensington, London	W14 8NL
DCPS:2397686416	Oriel Academy West London, Hounslow Road, Hanworth	TW13 6QQ
DCPS:2368897237	TEMPORARY POLLING STATION, JEYMER DRIVE, GREENFORD UB6	
DCPS:3611651721	Honor Oak Baptist Church, Forest Hill Road	SE22 0SG
DCPS:1739250279	TABOR HALL (HOPKINSTOWN), VAUGHAN STREET, PWLLGWAUN, PONTYPRIDD	
DCPS:3435465539	ST VINCENTS SCHOOL PIERREPOINT ROAD W3	
DCPS:4204122133	Aberthin Village Hall, Aberthin Lane, Aberthin, Cowbridge	CF71 7EH
DCPS:1290993586	Waterloo Road Free Church, Waterloo Road, Uxbridge, Middlesex	UB8 2QX
DCPS:2644604756	Mayfield Salisbury Church Hall, 18 West Mayfield	EH9 1TQ
DCPS:3048854801	John Smith Sure Start Children`s Centre, 90 Stepney Way, London	E1 2EN
DCPS:2875388464	Botany Bay Cricket Club, East Lodge Lane, Enfield, Middlesex	EN2 8AS
DCPS:1889168151	Brigadier Free Church, 36 Brigadier Hill, Enfield, Middlesex	EN2 0NQ
DCPS:2871607810	St. John's Church Hall, Strayfield Road, Clay Hill, Enfield, Middlesex	EN2 9JH
DCPS:3603670423	St. Lukes Youth Centre, Morley Hill, Enfield, Middlesex	EN2 0BL
DCPS:2676409008	PONTYGWAITH COMMUNITY CENTRE, LLEWELLYN STREET, PONTYGWAITH, FERNDALE	CF43 3LD
DCPS:2266162524	Caewathan Community Centre, Parc Glas, Skewen, Neath	SA10 6YU
DCPS:3172365973	Church Of The Holy Sprit - Hubberston, Court Rose, Hubberston, Milford Haven	SA73 3PG
DCPS:3750857972	Holy Trinity Church, 162 Castelnau, Barnes, London	SW13 9ET
DCPS:3333234455	Woolston Methodist Church	
DCPS:3401353136	Portacabin, Horseshoe Inn, Marcross	CF61 1ZG
DCPS:2256360401	Temporary Building (Park Road Flats), Park Road, Enfield, Middlesex	EN3 6LR
DCPS:1007089732	West Hampstead Branch Library, Dennington Park Road	NW6 1AU
DCPS:3891762141	Christ Church Hall, 2 Cottenham Park Road, London	
DCPS:2654936819	Tir Morfa, Lifelong Learning Centre, 132 Marine Drive, Sandfields, Port Talbot	SA12 7NN
DCPS:3150376494	Prince of Wales School, Salisbury Road, Enfield, Middlesex	EN3 6HG
DCPS:2658044465	Enfield Island Community Centre, 40-42 Island Centre Way, Enfield, Middlesex	EN3 6GS
DCPS:3081914753	The Meeting Hall, Proctors Close, Feltham	TW14 9NB
DCPS:3613611488	InSpire - the Crypt at St Peter's, Liverpool Grove	SE17 2HH
DCPS:2968863043	Selwyn Infants` School, Selwyn Avenue, London	E4 9NF
DCPS:1671318881	Our Lady and St Joseph Primary School, Wades Place, London	E14 0DE
DCPS:4233606323	Temporary Building (Lonsdale Drive), Playground Opposite Lindal Crescent, Lonsdale Drive, Enfield, Middlesex	EN2 7JZ
DCPS:2791098670	Drake House, 44 St. George's Road, London	
DCPS:2224274297	Chace Community School, Churchbury Lane, Enfield, Middlesex	EN1 3HQ
DCPS:1458097568	St. Andrews C.E. School, 116 Churchbury Lane, Enfield, Middlesex	EN1 3UL
DCPS:2839134763	16-18 Paddington Street, London	W1U 5AS
DCPS:1745239654	Bygrove Primary School, Bygrove Street, London	E14 6DN
DCPS:1092764216	St. Michael's & All Angels Church Hall, Basset Avenue	
DCPS:3317072500	Portacabin - Upper House Farm Yard, East Aberthaw	CF62 3DD
DCPS:1258324390	Salvation Army Hall, 101A Plassey Street, Penarth	CF64 1EL
DCPS:2959634826	Ellenborough Table Tennis Club, Craddock Road, Enfield, Middlesex	EN1 3SP
DCPS:1762520878	Fellowship Hut (Bush Hill Park Recreation Ground), Cecil Avenue, Bush Hill Park, Enfield, Middlesex	EN1 1PS
DCPS:1932665995	Whitehorse Resource Base, Rear, Entrance, 89 Whitehorse Road,, Croydon	
DCPS:2116079119	St. Marks Hall, Millais Road, (Junction with Main Avenue), Enfield, Middlesex	EN1 1EF
DCPS:2730275353	St. Helier Hall, 12 Eastfield Road, Enfield, Middlesex	EN3 5XF
DCPS:2558409902	Glentworth Street, London	NW1 6AX
DCPS:1387403294	Cantell School (Community Hall), Violet Road	
DCPS:4004388171	Hampstead Parochial School, Holly Bush Vale	NW3 6TX
DCPS:1825546464	28th Enfield Scout Hut, Alma Road, Enfield, Middlesex	EN3 7EH
DCPS:3629883340	Holy Trinity Church Hall, The Broadway, London	
DCPS:2173948847	Southgate Compton Cricket Club, Chalk Lane, Cockfosters, Barnet, Hertfordshire	EN4 9JG
DCPS:1012690070	Edmund Kell Unitarian Church Hall, Bellevue Road	
